BJD(TDB)-2450000,Flux,Error,,Detrended Spitzer light curve for 19 September - 10 October 2016
7657.106356,0.999916,0.000835,,
7657.107838,0.998331,0.000787,,
7657.109341,1.00121,0.000781,,
7657.110838,0.999509,0.000961,,
7657.112327,0.999691,0.000854,,
7657.113834,0.998724,0.00085,,
7657.115332,0.999246,0.000824,,
7657.11683,0.999592,0.000931,,
7657.118328,0.999768,0.000768,,
7657.119825,0.999337,0.000809,,
7657.121323,0.999564,0.001021,,
7657.12281,1.000478,0.000817,,
7657.124319,1.000282,0.000811,,
7657.125817,1.001602,0.000865,,
7657.127314,1.000253,0.000793,,
7657.128812,0.999659,0.000837,,
7657.13031,1.000746,0.000914,,
7657.131808,0.99894,0.000827,,
7657.133296,1.000524,0.000967,,
7657.134797,0.999187,0.000893,,
7657.136298,1.001399,0.000991,,
7657.137799,1.000593,0.00088,,
7657.139294,1.001338,0.000801,,
7657.140795,1.001036,0.000856,,
7657.142292,0.999524,0.000856,,
7657.14379,1.000435,0.000821,,
7657.145281,0.99993,0.001022,,
7657.146786,0.999181,0.000914,,
7657.148284,0.997258,0.000888,,
7657.149786,1.000571,0.000976,,
7657.151279,0.99997,0.000948,,
7657.152777,1.001604,0.00089,,
7657.154281,0.998433,0.000999,,
7657.155765,0.998691,0.000941,,
7657.157271,0.999519,0.000741,,
7657.158769,0.99953,0.000779,,
7657.16028,1.000952,0.000766,,
7657.161764,1.000054,0.000823,,
7657.163262,1.000385,0.001397,,
7657.16476,1.000245,0.000964,,
7657.166252,1.000471,0.000942,,
7657.167754,0.999082,0.000906,,
7657.169249,0.999673,0.000827,,
7657.170751,1.000618,0.000753,,
7657.172249,0.99944,0.0008,,
7657.173747,0.999332,0.000917,,
7657.175245,0.999608,0.000835,,
7657.176743,1.000962,0.000866,,
7657.17824,0.998621,0.000937,,
7657.179727,1.00167,0.000975,,
7657.181236,0.999142,0.000907,,
7657.182734,1.000204,0.00092,,
7657.184232,0.998351,0.000844,,
7657.18572,1.000827,0.000788,,
7657.187227,1.000361,0.000885,,
7657.188725,1.000943,0.000764,,
7657.190217,1.000526,0.000853,,
7657.191729,0.999895,0.0009,,
7657.193219,1.000096,0.000892,,
7657.194716,1.000473,0.000823,,
7657.196214,0.999465,0.000997,,
7657.197712,1.000096,0.001002,,
7657.19921,1.000954,0.000796,,
7657.2007,0.999854,0.000924,,
7657.202205,0.998065,0.000857,,
7657.203703,1.000901,0.00078,,
7657.205212,1.000645,0.000921,,
7657.206699,0.998963,0.000689,,
7657.208191,0.99939,0.000836,,
7657.209695,0.999239,0.000997,,
7657.211192,0.999427,0.000837,,
7657.21269,1.000091,0.00079,,
7657.214177,1.000327,0.000905,,
7657.215686,0.998242,0.000788,,
7657.21717,0.999138,0.000898,,
7657.21867,1.001196,0.000827,,
7657.22018,0.999229,0.000824,,
7657.221677,0.999723,0.000902,,
7657.223175,0.99903,0.000865,,
7657.224673,1.000466,0.000916,,
7657.226171,0.998911,0.000765,,
7657.227669,1.000478,0.000841,,
7657.229162,1.000053,0.000868,,
7657.230656,1.000703,0.000849,,
7657.232162,0.999478,0.00076,,
7657.23366,1.000232,0.000737,,
7657.235155,1.000337,0.000847,,
7657.236656,0.999272,0.000768,,
7657.23815,1.000007,0.00079,,
7657.239651,0.99982,0.000974,,
7657.241149,0.999911,0.000826,,
7657.242647,0.999422,0.000921,,
7657.244153,1.000629,0.000936,,
7657.245642,0.999165,0.000771,,
7657.247147,0.999864,0.000825,,
7657.248638,1.000413,0.000892,,
7657.250137,1.000796,0.000939,,
7657.251634,1.000097,0.000913,,
7657.253132,1.001442,0.000858,,
7657.254627,1.001764,0.001035,,
7657.256127,0.999641,0.000878,,
7657.257625,0.999538,0.001006,,
7657.259123,1.000286,0.000833,,
7657.260621,0.999734,0.000947,,
7657.262114,1.001633,0.000874,,
7657.263617,1.000574,0.000783,,
7657.265122,0.99977,0.000978,,
7657.266612,1.000961,0.000769,,
7657.26811,1.001748,0.000762,,
7657.269608,1.000346,0.000892,,
7657.271105,0.999892,0.000868,,
7657.272603,0.999061,0.000917,,
7657.274101,0.999509,0.000811,,
7657.275607,0.999278,0.000922,,
7657.277101,0.999109,0.000927,,
7657.278594,0.999035,0.001045,,
7657.280092,1.000401,0.00094,,
7657.281591,1.000791,0.000841,,
7657.283088,1.000782,0.000751,,
7657.284586,0.999651,0.000929,,
7657.286084,1.001032,0.000952,,
7657.287601,1.001557,0.000887,,
7657.28908,1.000421,0.000884,,
7657.290587,0.999676,0.000892,,
7657.292086,0.999054,0.000843,,
7657.293573,1.000824,0.000991,,
7657.295071,0.999636,0.000812,,
7657.296571,1.000829,0.001026,,
7657.298055,1.00014,0.000912,,
7657.299572,1.00052,0.000959,,
7657.301068,1.000073,0.000859,,
7657.30256,1.00027,0.00093,,
7657.304066,1.000661,0.000997,,
7657.305566,0.999196,0.000836,,
7657.307061,0.999257,0.000903,,
7657.308551,1.001071,0.000846,,
7657.310043,0.999772,0.000799,,
7657.311549,1.00002,0.000946,,
7657.313046,1.00051,0.00086,,
7657.314542,0.998003,0.000844,,
7657.31604,1.000867,0.000837,,
7657.317538,1.001498,0.000848,,
7657.319028,1.000629,0.000816,,
7657.320533,1.000509,0.000978,,
7657.322031,0.998884,0.000928,,
7657.323529,1.000252,0.000853,,
7657.325027,1.001423,0.000753,,
7657.326525,1.000444,0.001032,,
7657.328023,1.000035,0.000872,,
7657.329522,1.00026,0.000692,,
7657.331018,1.000545,0.000817,,
7657.332506,0.998892,0.000891,,
7657.334014,0.999952,0.000921,,
7657.335512,1.00106,0.000966,,
7657.337009,1.001612,0.000821,,
7657.338507,1.000256,0.000727,,
7657.340017,0.998972,0.001001,,
7657.341508,1.000541,0.000941,,
7657.342985,0.999174,0.000852,,
7657.344499,1.001052,0.000864,,
7657.345997,0.998969,0.000746,,
7657.347494,1.000974,0.000971,,
7657.348992,0.998943,0.000962,,
7657.35049,0.999201,0.001041,,
7657.351988,0.999281,0.000883,,
7657.353491,0.999392,0.000911,,
7657.354992,1.000295,0.000847,,
7657.356482,0.999409,0.000772,,
7657.357979,1.000904,0.000917,,
7657.359477,0.999512,0.000963,,
7657.360975,1.001147,0.000866,,
7657.362473,0.999334,0.000843,,
7657.363971,1.000255,0.0008,,
7657.365474,0.999687,0.001148,,
7657.366966,0.99863,0.000844,,
7657.368466,0.999802,0.000885,,
7657.369953,1.000946,0.00098,,
7657.37146,1.000373,0.000811,,
7657.372958,1.00085,0.001017,,
7657.374462,1.000597,0.000858,,
7657.375953,1.000478,0.000854,,
7657.37744,0.999303,0.000869,,
7657.378949,1.00062,0.000822,,
7657.38045,1.000075,0.000921,,
7657.381944,0.999756,0.000859,,
7657.383442,1.000305,0.000869,,
7657.38494,0.998814,0.000916,,
7657.386448,1.000232,0.000677,,
7657.387936,0.998834,0.000783,,
7657.389434,0.998659,0.001011,,
7657.390931,1.001493,0.000836,,
7657.392429,1.001354,0.000832,,
7657.393935,1.000493,0.000769,,
7657.395414,1.00052,0.000878,,
7657.396923,0.998516,0.000908,,
7657.398416,0.998945,0.000772,,
7657.399921,0.997984,0.000888,,
7657.401416,0.99911,0.000976,,
7657.402914,0.998756,0.000901,,
7657.404425,1.001532,0.001205,,
7657.405902,1.000698,0.000929,,
7657.407414,1.00043,0.000915,,
7657.408905,0.997877,0.000851,,
7657.410403,0.999988,0.000978,,
7657.411899,0.99981,0.000944,,
7657.413399,0.999585,0.000837,,
7657.414896,0.999504,0.000814,,
7657.416395,1.000227,0.000869,,
7657.417901,1.000187,0.000881,,
7657.41939,1.000334,0.000806,,
7657.423605,1.001203,0.001049,,
7657.42508,0.999257,0.001052,,
7657.426578,1.000524,0.000887,,
7657.428076,0.9991,0.001193,,
7657.429574,1.000006,0.001075,,
7657.431072,1.000248,0.001067,,
7657.432569,0.999526,0.00103,,
7657.434067,0.999552,0.001126,,
7657.435565,1.000412,0.000977,,
7657.437063,0.999975,0.001006,,
7657.43857,0.99918,0.001175,,
7657.440047,1.001216,0.00124,,
7657.441556,1.000833,0.001097,,
7657.443054,0.999922,0.001111,,
7657.444552,0.998873,0.00108,,
7657.44605,0.997337,0.001236,,
7657.447548,0.999876,0.000988,,
7657.449045,0.999449,0.001144,,
7657.450543,1.000417,0.001104,,
7657.452037,0.999351,0.001051,,
7657.453539,0.998812,0.000968,,
7657.455037,0.999972,0.001079,,
7657.456535,1.000287,0.001307,,
7657.458032,1.001704,0.001286,,
7657.45953,0.999048,0.001003,,
7657.461028,1.000339,0.001112,,
7657.462526,0.999654,0.000951,,
7657.464025,1.002044,0.001097,,
7657.465519,1.000254,0.001102,,
7657.467021,1.001541,0.001109,,
7657.468518,1.000882,0.001076,,
7657.470017,1.000325,0.001206,,
7657.471514,0.999777,0.001211,,
7657.473012,1.001409,0.001205,,
7657.47451,0.999046,0.00119,,
7657.476007,1.000931,0.001006,,
7657.477506,0.999292,0.001007,,
7657.479003,0.999053,0.001056,,
7657.480501,0.999551,0.001115,,
7657.481999,0.999379,0.00111,,
7657.483497,1.000324,0.001108,,
7657.484995,0.998784,0.001314,,
7657.486492,1.000429,0.001056,,
7657.48799,1.000506,0.001265,,
7657.489488,0.999697,0.000997,,
7657.490986,0.999516,0.001177,,
7657.492484,0.999547,0.001129,,
7657.493981,0.999497,0.000953,,
7657.495479,0.998152,0.001033,,
7657.496977,0.99984,0.000908,,
7657.498475,0.998232,0.0011,,
7657.499972,1.000086,0.001271,,
7657.50147,0.998837,0.000977,,
7657.502972,1.000654,0.001062,,
7657.504466,0.998543,0.001158,,
7657.505958,1.001152,0.001125,,
7657.507463,0.999462,0.001069,,
7657.50896,1.001709,0.00106,,
7657.510457,1.00069,0.001092,,
7657.511955,1.000772,0.001212,,
7657.513453,1.000151,0.00113,,
7657.514956,1.00114,0.00102,,
7657.516449,1.000204,0.001065,,
7657.517946,0.998918,0.001026,,
7657.519444,0.999099,0.001107,,
7657.520942,0.999273,0.001232,,
7657.522441,1.000006,0.001004,,
7657.523938,1.001555,0.001104,,
7657.525435,1.000665,0.001203,,
7657.526934,1.000147,0.00112,,
7657.528431,0.999863,0.000929,,
7657.52993,0.999413,0.001032,,
7657.531427,0.999197,0.001145,,
7657.532925,0.999091,0.00107,,
7657.534431,1.000121,0.000984,,
7657.53592,1.00048,0.000999,,
7657.537419,0.999938,0.001014,,
7657.538917,0.999913,0.001067,,
7657.540423,0.999151,0.001233,,
7657.541912,1.000041,0.001184,,
7657.543401,0.999975,0.001156,,
7657.544908,0.999813,0.000915,,
7657.546405,1.000103,0.0011,,
7657.547903,0.999989,0.000974,,
7657.549401,0.999646,0.001117,,
7657.550898,1.000292,0.000985,,
7657.552397,1.000118,0.001126,,
7657.553894,1.000336,0.001046,,
7657.555392,1.001321,0.001196,,
7657.55689,1.001773,0.000951,,
7657.558396,1.000211,0.001192,,
7657.559886,1.000386,0.001046,,
7657.561383,1.000078,0.001019,,
7657.562893,0.999744,0.000979,,
7657.564379,1.000815,0.000901,,
7657.565877,1.001732,0.001032,,
7657.567375,0.999947,0.000939,,
7657.568872,0.999003,0.001106,,
7657.57037,0.9999,0.000957,,
7657.571868,0.998421,0.001027,,
7657.573366,1.001311,0.001078,,
7657.574865,1.000136,0.001026,,
7657.576362,1.000572,0.001076,,
7657.57787,0.99984,0.001163,,
7657.579359,0.999216,0.001039,,
7657.580855,0.998931,0.001153,,
7657.582353,0.998767,0.000936,,
7657.583851,0.9991,0.001043,,
7657.585349,0.999933,0.000974,,
7657.586846,0.999933,0.000974,,
7657.588344,0.999105,0.001025,,
7657.589843,1.002432,0.001167,,
7657.59134,1.000044,0.001061,,
7657.592838,1.001327,0.000898,,
7657.594336,0.999979,0.000999,,
7657.595833,1.000442,0.001023,,
7657.597332,0.999759,0.000931,,
7657.598829,0.999389,0.000972,,
7657.600327,0.998936,0.001073,,
7657.601825,0.99901,0.001021,,
7657.603322,0.999601,0.000956,,
7657.604821,0.998565,0.001105,,
7657.606312,0.99997,0.000899,,
7657.607816,1.000712,0.001108,,
7657.609314,0.99937,0.001255,,
7657.610811,0.999686,0.001014,,
7657.612319,0.999514,0.001056,,
7657.613807,0.999551,0.001177,,
7657.615305,1.001158,0.00101,,
7657.616803,0.999484,0.000941,,
7657.618301,0.999254,0.000979,,
7657.619799,1.001634,0.001223,,
7657.621296,1.001358,0.00099,,
7657.622794,1.00054,0.001034,,
7657.624283,1.00035,0.000987,,
7657.62579,1.00038,0.001166,,
7657.627289,1.000059,0.001035,,
7657.628785,1.000498,0.00097,,
7657.630279,1.001089,0.001271,,
7657.631781,0.999276,0.001062,,
7657.633279,1.00167,0.001115,,
7657.634778,0.999449,0.001115,,
7657.636275,0.999809,0.001143,,
7657.637766,1.000888,0.001046,,
7657.639273,1.000103,0.000972,,
7657.640768,1.000051,0.001022,,
7657.642267,1.001296,0.001187,,
7657.643764,0.99822,0.001053,,
7657.645261,0.999692,0.001232,,
7657.646759,0.99996,0.001153,,
7657.648257,1.000427,0.001107,,
7657.649756,1.00049,0.000949,,
7657.651253,1.000549,0.000929,,
7657.65275,1.000684,0.001015,,
7657.654249,1.001025,0.001195,,
7657.655746,0.999805,0.001028,,
7657.657245,1.001096,0.000965,,
7657.658742,0.999702,0.001217,,
7657.66024,0.998932,0.000892,,
7657.661738,0.999615,0.000911,,
7657.663235,1.001282,0.001149,,
7657.664734,0.998909,0.001099,,
7657.666231,0.999664,0.001056,,
7657.667729,1.000705,0.00097,,
7657.669227,0.999625,0.001169,,
7657.670724,0.99918,0.001132,,
7657.672223,1.000714,0.00117,,
7657.67372,1.000431,0.001353,,
7657.675218,1.000186,0.000982,,
7657.676716,0.999953,0.001054,,
7657.678214,1.00082,0.001067,,
7657.679712,0.999918,0.001091,,
7657.681209,1.000244,0.000937,,
7657.682707,1.002395,0.001122,,
7657.6842,0.999305,0.001042,,
7657.685703,0.999293,0.001235,,
7657.687213,0.99886,0.001022,,
7657.688698,0.99988,0.001079,,
7657.690196,1.000799,0.001051,,
7657.691705,1.000687,0.001042,,
7657.693192,0.999908,0.001145,,
7657.69469,0.999523,0.001032,,
7657.696188,1.000236,0.000923,,
7657.697685,1.000324,0.001046,,
7657.699183,0.998688,0.001029,,
7657.700681,1.001121,0.00114,,
7657.70218,1.000345,0.001265,,
7657.703676,0.999993,0.000975,,
7657.705175,0.999952,0.001081,,
7657.706672,1.001022,0.001085,,
7657.70817,0.998855,0.001026,,
7657.709669,0.999134,0.001015,,
7657.711166,1.000105,0.001058,,
7657.712664,0.999866,0.000942,,
7657.714161,0.999274,0.001148,,
7657.715659,1.000864,0.001173,,
7657.717158,1.001119,0.001106,,
7657.718655,0.999894,0.001101,,
7657.720171,1.000644,0.001447,,
7657.72165,1.000176,0.000916,,
7657.723148,0.999165,0.001078,,
7657.724647,0.999719,0.001113,,
7657.726144,0.999667,0.000994,,
7657.727642,1.000287,0.000923,,
7657.72914,1.000064,0.001122,,
7657.730638,1.000167,0.001141,,
7657.732141,0.998183,0.001159,,
7657.733633,1.00056,0.001327,,
7657.735131,1.001391,0.000993,,
7657.736629,1.000604,0.001289,,
7657.738127,1.000058,0.001045,,
7657.73963,0.999294,0.001045,,
7657.741122,1.001159,0.001177,,
7657.74262,1.000072,0.001063,,
7657.744118,1.000136,0.001141,,
7657.745616,0.999446,0.001086,,
7657.747114,0.99954,0.001119,,
7657.748611,1.000572,0.000962,,
7657.750109,1.000669,0.001056,,
7657.751607,1.000898,0.001172,,
7657.753101,0.999833,0.000945,,
7657.754604,1.000493,0.000959,,
7657.7561,1.001315,0.00118,,
7657.757598,1.001469,0.000998,,
7657.759096,0.999922,0.001147,,
7657.760594,1.000964,0.001093,,
7657.762093,1.000101,0.00122,,
7657.76359,1.000191,0.001155,,
7657.765087,1.001152,0.001185,,
7657.766585,1.000007,0.001021,,
7657.768083,1.000167,0.001042,,
7657.769582,1.003499,0.001303,,
7657.771079,1.000403,0.001107,,
7657.772576,1.000675,0.0012,,
7657.774074,0.999395,0.001184,,
7657.775572,1.000591,0.00097,,
7657.777071,0.998932,0.001122,,
7657.778568,0.999186,0.000931,,
7657.780066,1.000451,0.001084,,
7657.781564,1.001728,0.000958,,
7657.783062,0.999528,0.001073,,
7657.784555,1.001911,0.00147,,
7657.786057,1.000601,0.000918,,
7657.787555,0.999625,0.001196,,
7657.789053,0.999715,0.000942,,
7657.79055,1.000276,0.001032,,
7657.792049,1.001065,0.00125,,
7657.793546,0.99951,0.001111,,
7657.79504,0.998646,0.001177,,
7657.796542,1.000752,0.001096,,
7657.798039,1.001053,0.001143,,
7657.799538,0.999709,0.001166,,
7657.801035,1.001851,0.001011,,
7657.802533,0.999029,0.000975,,
7657.804031,1.000084,0.001126,,
7657.805529,1.001203,0.000955,,
7657.807027,1.000645,0.001207,,
7657.808524,0.99978,0.001003,,
7657.810019,1.000099,0.00114,,
7657.81152,0.99986,0.000986,,
7657.813018,0.998465,0.00099,,
7657.814514,1.000918,0.001614,,
7657.816013,0.997558,0.001105,,
7657.817511,0.999425,0.001242,,
7657.819009,1.000989,0.001331,,
7657.82051,0.99885,0.00113,,
7657.822006,0.998393,0.000978,,
7657.823502,1.001051,0.001187,,
7657.825001,1.001039,0.001027,,
7657.826498,1.000617,0.001072,,
7657.827996,0.999463,0.001164,,
7657.829495,0.999409,0.001202,,
7657.830992,0.9997,0.001068,,
7657.832489,0.998843,0.001055,,
7657.833987,1.000453,0.00118,,
7657.835492,0.999012,0.001092,,
7657.836995,1.000695,0.001204,,
7657.838492,0.999752,0.001125,,
7657.839979,1.000589,0.001127,,
7657.841476,0.999335,0.001279,,
7657.842974,1.000839,0.001273,,
7657.844473,1.000406,0.00096,,
7657.84597,0.99943,0.0008,,
7657.848965,0.998808,0.001044,,
7657.850463,1.000275,0.001081,,
7657.851962,0.999255,0.001186,,
7657.853459,0.999499,0.001002,,
7657.854957,0.999984,0.001106,,
7657.856455,0.998695,0.001122,,
7657.857952,0.998208,0.001182,,
7657.859451,1.00134,0.00123,,
7657.860948,0.999455,0.001194,,
7657.862446,0.998944,0.001152,,
7657.86394,1.000239,0.001127,,
7657.865442,1.000401,0.000924,,
7657.86694,1.000695,0.000951,,
7657.868437,0.999364,0.000973,,
7657.869935,0.999863,0.000996,,
7657.871433,0.999769,0.001175,,
7657.872931,1.000601,0.001057,,
7657.874429,0.998576,0.001013,,
7657.875926,1.000295,0.000885,,
7657.877424,1.000347,0.001138,,
7657.878923,1.000844,0.00112,,
7657.88042,0.999656,0.001078,,
7657.881919,1.001319,0.00111,,
7657.883415,1.000943,0.001028,,
7657.884913,0.999988,0.00118,,
7657.886411,1.000222,0.000996,,
7657.887909,1.000012,0.001098,,
7657.889417,1.000095,0.001172,,
7657.890905,0.998591,0.001004,,
7657.892402,1.000521,0.001219,,
7657.8939,0.998388,0.000896,,
7657.895398,0.999398,0.001102,,
7657.896897,1.000161,0.001063,,
7657.898394,0.999632,0.001001,,
7657.899891,1.000059,0.001058,,
7657.901385,0.999288,0.001014,,
7657.902887,1.001009,0.001473,,
7657.904386,1.00094,0.000986,,
7657.905883,0.998781,0.000953,,
7657.90738,0.999676,0.001119,,
7657.908878,1.001374,0.001133,,
7657.910376,1.000084,0.001162,,
7657.911875,1.00002,0.001055,,
7657.913372,1.000658,0.000944,,
7657.91487,0.998439,0.00105,,
7657.916367,1.000804,0.000955,,
7657.917865,1.000213,0.001182,,
7657.919364,0.997986,0.001107,,
7657.920861,0.992701,0.001192,,
7657.922359,0.993654,0.001093,,
7657.923857,0.992529,0.001148,,
7657.925362,0.994102,0.001174,,
7657.926853,0.994942,0.000987,,
7657.92835,0.992178,0.001042,,
7657.929848,0.991284,0.001154,,
7657.931356,0.990869,0.001038,,
7657.932844,0.991199,0.00115,,
7657.934342,0.990759,0.000794,,
7657.935839,0.992357,0.001059,,
7657.937337,0.99168,0.001046,,
7657.938835,0.991277,0.001075,,
7657.940333,0.993186,0.001157,,
7657.941831,0.994071,0.000958,,
7657.943326,0.998523,0.000907,,
7657.944826,0.99918,0.00095,,
7657.946324,0.9993,0.001218,,
7657.947822,1.000259,0.001199,,
7657.949321,0.999785,0.001024,,
7657.950818,0.998734,0.001217,,
7657.952315,0.998931,0.001056,,
7657.953813,1.000403,0.000942,,
7657.955311,1.000697,0.001282,,
7657.95681,1.000197,0.001072,,
7657.958307,1.000202,0.001024,,
7657.959804,0.999658,0.00132,,
7657.961302,1.000714,0.001013,,
7657.9628,1.000612,0.001175,,
7657.964295,1.000618,0.001226,,
7657.965796,0.999214,0.001115,,
7657.967294,1.002488,0.001179,,
7657.968791,0.999308,0.001286,,
7657.970297,0.999859,0.001228,,
7657.971778,1.001082,0.001079,,
7657.973285,0.999917,0.001161,,
7657.974783,0.999594,0.001146,,
7657.97628,0.998572,0.000991,,
7657.977778,0.998718,0.001241,,
7657.979277,0.995026,0.001183,,
7657.980774,0.996024,0.001158,,
7657.982272,0.996147,0.000976,,
7657.98377,0.997355,0.001176,,
7657.985267,0.996373,0.000839,,
7657.986766,0.995613,0.001064,,
7657.988264,0.996326,0.001151,,
7657.989769,0.996525,0.001079,,
7657.991259,0.996813,0.001162,,
7657.992756,0.997697,0.000811,,
7657.994255,0.995102,0.001094,,
7657.995752,0.996289,0.001099,,
7657.99725,0.997004,0.001099,,
7657.99874,0.996902,0.000936,,
7658.000246,0.996754,0.000911,,
7658.001744,0.996219,0.001159,,
7658.003241,0.996996,0.000989,,
7658.004739,0.997264,0.001027,,
7658.006237,0.996562,0.001007,,
7658.007735,0.998138,0.001108,,
7658.009234,1.000071,0.000918,,
7658.01073,1.000875,0.001113,,
7658.012228,0.999471,0.001116,,
7658.013726,0.99805,0.001174,,
7658.015226,0.999681,0.001036,,
7658.016723,1.000117,0.001184,,
7658.018221,0.998255,0.001004,,
7658.019718,0.99982,0.001047,,
7658.021216,1.001394,0.001236,,
7658.022714,1.000055,0.00101,,
7658.024212,0.999622,0.001178,,
7658.02571,0.999428,0.000908,,
7658.027207,1.001085,0.000971,,
7658.028705,1.00033,0.000979,,
7658.030203,0.999596,0.000971,,
7658.031701,0.999569,0.001156,,
7658.033199,0.998932,0.001131,,
7658.034697,0.999147,0.001041,,
7658.036193,1.000611,0.00114,,
7658.037692,0.99846,0.001026,,
7658.03919,1.000662,0.001173,,
7658.040688,1.001638,0.001168,,
7658.042186,0.998142,0.001206,,
7658.043679,0.997041,0.00101,,
7658.045181,0.99869,0.001383,,
7658.046679,1.000483,0.001218,,
7658.048177,0.999968,0.001263,,
7658.049675,1.000912,0.000954,,
7658.051173,1.000724,0.00105,,
7658.052671,1.000236,0.001035,,
7658.054168,0.999699,0.000912,,
7658.055667,0.999579,0.001006,,
7658.057164,1.000136,0.001102,,
7658.058651,0.99933,0.001056,,
7658.06016,0.999787,0.000844,,
7658.061658,0.999867,0.001105,,
7658.063156,0.998981,0.001079,,
7658.064651,1.000261,0.001184,,
7658.066151,1.000223,0.000897,,
7658.067649,1.001668,0.00101,,
7658.069147,1.000195,0.001011,,
7658.070645,1.000407,0.000958,,
7658.072143,0.997698,0.001288,,
7658.073629,0.999268,0.001045,,
7658.075138,1.00091,0.001074,,
7658.076636,0.998941,0.001048,,
7658.078134,0.99992,0.00107,,
7658.079632,0.998559,0.001082,,
7658.081129,0.99832,0.001096,,
7658.082627,0.99921,0.001271,,
7658.084125,1.000888,0.001146,,
7658.085623,1.000241,0.0011,,
7658.087121,0.999894,0.001187,,
7658.088621,1.00121,0.001112,,
7658.090116,1.000194,0.001182,,
7658.091607,1.00059,0.001109,,
7658.093112,0.999517,0.000984,,
7658.09461,0.998382,0.001133,,
7658.096107,0.998587,0.001113,,
7658.097605,0.999834,0.000954,,
7658.099103,0.999346,0.00109,,
7658.100601,0.999421,0.001075,,
7658.102099,0.99992,0.001149,,
7658.103597,1.00156,0.001184,,
7658.105094,1.000816,0.001016,,
7658.106592,1.000819,0.00106,,
7658.10809,1.000404,0.001186,,
7658.109588,1.000609,0.001136,,
7658.111085,0.997917,0.001051,,
7658.112584,1.000346,0.001034,,
7658.114081,1.000465,0.001068,,
7658.11558,1.000525,0.001082,,
7658.117077,1.000828,0.001061,,
7658.118575,0.999098,0.001344,,
7658.120073,1.001532,0.000935,,
7658.121571,1.000489,0.001005,,
7658.123068,0.99951,0.001103,,
7658.124566,1.001711,0.001028,,
7658.126064,1.000093,0.001164,,
7658.127565,0.998719,0.000984,,
7658.129069,0.999813,0.001232,,
7658.130558,1.000391,0.001031,,
7658.132056,0.999402,0.001016,,
7658.133553,0.999072,0.000886,,
7658.135051,1.000337,0.00092,,
7658.136549,0.998324,0.001153,,
7658.138047,1.001092,0.001024,,
7658.139544,1.000139,0.001155,,
7658.141042,1.001108,0.001045,,
7658.14254,1.001049,0.00106,,
7658.144038,0.999932,0.001124,,
7658.145546,1.000041,0.001208,,
7658.147033,0.999596,0.00096,,
7658.148467,0.999775,0.001392,,
7658.150029,0.997416,0.001375,,
7658.151527,1.000586,0.000913,,
7658.153025,1.000233,0.000927,,
7658.154523,0.999806,0.001245,,
7658.15602,0.999876,0.00109,,
7658.157518,0.99964,0.001054,,
7658.159016,0.999759,0.000967,,
7658.160514,1.000132,0.00095,,
7658.162022,1.001107,0.001137,,
7658.163514,0.999202,0.001165,,
7658.165007,1.000249,0.000872,,
7658.166505,0.998997,0.000998,,
7658.167993,0.999882,0.001256,,
7658.169501,1.000824,0.000941,,
7658.170999,1.000067,0.001131,,
7658.172496,1.001504,0.001094,,
7658.173994,1.000309,0.001191,,
7658.175496,0.998739,0.001119,,
7658.17699,0.994913,0.001041,,
7658.178488,0.994387,0.001003,,
7658.179986,0.992461,0.001084,,
7658.181483,0.993523,0.001056,,
7658.182982,0.993804,0.001136,,
7658.184479,0.992954,0.001097,,
7658.185977,0.994218,0.000882,,
7658.187475,0.99322,0.001187,,
7658.188977,0.991812,0.001172,,
7658.190471,0.992401,0.001069,,
7658.191969,0.992529,0.001137,,
7658.193466,0.992412,0.001183,,
7658.194964,0.992002,0.001098,,
7658.196462,0.991766,0.001171,,
7658.19796,0.991145,0.000972,,
7658.199457,0.994113,0.001063,,
7658.200955,0.99364,0.001201,,
7658.202442,0.99516,0.00113,,
7658.203951,0.999925,0.001102,,
7658.205449,0.999495,0.001177,,
7658.206947,1.000184,0.001068,,
7658.208444,0.99968,0.001049,,
7658.209942,0.999035,0.001006,,
7658.211429,1.001258,0.001214,,
7658.212938,0.999261,0.001043,,
7658.214436,1.000909,0.001157,,
7658.215933,1.000597,0.001096,,
7658.217431,0.999276,0.001059,,
7658.218923,1.001302,0.001002,,
7658.220427,0.999463,0.00108,,
7658.221925,1.000312,0.001247,,
7658.223422,1.000963,0.001077,,
7658.22492,0.99973,0.001091,,
7658.226418,1.00069,0.001134,,
7658.227916,0.999293,0.001051,,
7658.229419,1.001658,0.001231,,
7658.230912,1.000301,0.001193,,
7658.232409,0.99982,0.001122,,
7658.233907,0.999148,0.001146,,
7658.235405,0.998973,0.001156,,
7658.236903,1.000464,0.0012,,
7658.238401,1.001018,0.000982,,
7658.239887,1.000798,0.001042,,
7658.241397,1.000598,0.001102,,
7658.242894,1.000583,0.001084,,
7658.244392,1.000051,0.001032,,
7658.24589,0.999507,0.001206,,
7658.250094,0.99981,0.000849,,
7658.251595,0.999331,0.00094,,
7658.253094,0.999278,0.000829,,
7658.254581,0.999437,0.000785,,
7658.25608,1.00019,0.000885,,
7658.257578,0.999438,0.000806,,
7658.259075,0.999148,0.000884,,
7658.260573,1.000618,0.000706,,
7658.262071,0.998318,0.000849,,
7658.263569,0.998853,0.000884,,
7658.265067,1.000786,0.001119,,
7658.266564,0.999291,0.000883,,
7658.268062,1.001136,0.000762,,
7658.26956,1.000497,0.000834,,
7658.271058,1.0015,0.000677,,
7658.272557,1.000649,0.000818,,
