BJD(TDB)-2450000,Flux,Error,,Detrended Spitzer light curve for 19 September - 10 October 2016
7662.967488,1.000676,0.001197,,
7662.968985,1.000412,0.001207,,
7662.970484,0.999276,0.00112,,
7662.971981,0.99871,0.001146,,
7662.973479,0.999973,0.001081,,
7662.974977,0.999688,0.001014,,
7662.976475,1.001212,0.001132,,
7662.977973,0.998917,0.001064,,
7662.97947,1.000416,0.001146,,
7662.980968,0.998943,0.000962,,
7662.982469,1.000006,0.000993,,
7662.983964,1.000384,0.000941,,
7662.985462,0.999302,0.001016,,
7662.986959,1.000344,0.001172,,
7662.988457,1.001932,0.001045,,
7662.989958,0.999963,0.001209,,
7662.991453,1.000288,0.001171,,
7662.992957,1.000476,0.001079,,
7662.994448,0.999108,0.00111,,
7662.995946,1.000987,0.001138,,
7662.997444,1.000464,0.001207,,
7662.998942,1.000261,0.001218,,
7663.000441,1.000272,0.001152,,
7663.001944,0.99969,0.001382,,
7663.003435,1.000477,0.001073,,
7663.004933,1.00017,0.00118,,
7663.006431,0.999486,0.001095,,
7663.00793,1.001333,0.00104,,
7663.009421,0.997836,0.000932,,
7663.010924,1.000629,0.001185,,
7663.012422,0.999266,0.00116,,
7663.013921,1.001607,0.00113,,
7663.015419,1.000198,0.000929,,
7663.016914,0.999801,0.00118,,
7663.018413,0.998058,0.001082,,
7663.019911,0.996214,0.001104,,
7663.021403,0.991969,0.001049,,
7663.022908,0.993644,0.001135,,
7663.024405,0.992935,0.001117,,
7663.025903,0.992186,0.001107,,
7663.027412,0.992264,0.001075,,
7663.028898,0.992296,0.001328,,
7663.030397,0.992105,0.001265,,
7663.031883,0.991283,0.001018,,
7663.033392,0.992955,0.001083,,
7663.03489,0.993901,0.001106,,
7663.036387,0.990277,0.00105,,
7663.037886,0.992177,0.001012,,
7663.039383,0.992596,0.00115,,
7663.040881,0.991537,0.001149,,
7663.042379,0.992718,0.000987,,
7663.043873,0.994462,0.001197,,
7663.045375,0.992656,0.001204,,
7663.046872,0.998753,0.001126,,
7663.048368,0.99984,0.001189,,
7663.049868,1.000634,0.001132,,
7663.051366,0.999094,0.001112,,
7663.052864,0.998654,0.001091,,
7663.054361,0.999705,0.001237,,
7663.055859,0.999086,0.001282,,
7663.057357,0.997522,0.001023,,
7663.058855,1.000425,0.001026,,
7663.060353,0.998667,0.00129,,
7663.06185,0.99878,0.001175,,
7663.063348,0.998832,0.000985,,
7663.064846,0.999366,0.001082,,
7663.066344,0.999658,0.000896,,
7663.067843,1.000281,0.001156,,
7663.069339,1.000629,0.001079,,
7663.070837,0.999836,0.00091,,
7663.072335,0.998547,0.00119,,
7663.073833,1.000158,0.000987,,
7663.075332,1.001048,0.001245,,
7663.076829,1.0002,0.001168,,
7663.078326,1.001162,0.001194,,
7663.079824,0.99977,0.000917,,
7663.081322,0.999252,0.001085,,
7663.082825,0.999872,0.001098,,
7663.084318,1.000554,0.001121,,
7663.085815,1.001873,0.001051,,
7663.087311,0.999755,0.000972,,
7663.088811,0.999166,0.001094,,
7663.09031,0.999396,0.001018,,
7663.091816,0.999601,0.001117,,
7663.093304,0.999571,0.001258,,
7663.094802,0.999113,0.001173,,
7663.0963,0.999053,0.001091,,
7663.097799,1.000772,0.00109,,
7663.099296,0.999368,0.001012,,
7663.100794,0.999784,0.001201,,
7663.102302,0.999644,0.001035,,
7663.103789,1.000062,0.00108,,
7663.105288,0.999592,0.001116,,
7663.106786,0.99991,0.00112,,
7663.108282,1.000627,0.00107,,
7663.109781,1.000432,0.001061,,
7663.111278,1.001977,0.001094,,
7663.112777,1.000537,0.001233,,
7663.114274,1.000094,0.001066,,
7663.115772,1.000528,0.001284,,
7663.11727,1.000349,0.001076,,
7663.118767,0.999866,0.001064,,
7663.120266,1.000995,0.001112,,
7663.121763,0.999696,0.001161,,
7663.123258,0.998843,0.0012,,
7663.124756,0.998843,0.0012,,
7663.126261,1.000384,0.001195,,
7663.127755,0.999984,0.001148,,
7663.129252,0.999933,0.001177,,
7663.13075,0.99874,0.001069,,
7663.132248,1.001746,0.000957,,
7663.133757,0.999851,0.001032,,
7663.135245,1.000443,0.000999,,
7663.136741,1.001136,0.001174,,
7663.138239,1.00113,0.001189,,
7663.139737,1.001016,0.001213,,
7663.141235,0.999312,0.001014,,
7663.142734,0.999644,0.001136,,
7663.14423,1.000227,0.00125,,
7663.145728,0.999649,0.001049,,
7663.147226,0.999609,0.001045,,
7663.148724,1.000089,0.000887,,
7663.150222,1.000594,0.00104,,
7663.15172,1.000029,0.001006,,
7663.153217,1.000189,0.001088,,
7663.154715,1.000111,0.001188,,
7663.156213,0.999654,0.001064,,
7663.157712,1.00003,0.001203,,
7663.159209,1.001489,0.001197,,
7663.160706,1.000097,0.001169,,
7663.162204,1.00158,0.001213,,
7663.163702,1.001144,0.000924,,
7663.165201,1.001307,0.00113,,
7663.166698,1.001065,0.001034,,
7663.168196,1.000183,0.001169,,
7663.169693,0.99842,0.001185,,
7663.171191,0.999619,0.001135,,
7663.17269,1.000217,0.000919,,
7663.174187,0.999873,0.001106,,
7663.175685,1.002639,0.001316,,
7663.177179,0.99915,0.001054,,
7663.17868,0.999322,0.001209,,
7663.180179,1.000568,0.001142,,
7663.181676,0.999661,0.001187,,
7663.183174,0.999771,0.001117,,
7663.184671,0.999315,0.000961,,
7663.186169,1.000003,0.001212,,
7663.187668,1.000066,0.001145,,
7663.189165,1.000761,0.00124,,
7663.190663,0.999764,0.001015,,
7663.192161,1.000289,0.001262,,
7663.193658,1.00094,0.001053,,
7663.195157,0.999927,0.001159,,
7663.196654,1.001205,0.000991,,
7663.198152,0.999933,0.001179,,
7663.19965,0.999401,0.000968,,
7663.201148,0.999291,0.001063,,
7663.202646,1.001675,0.000903,,
7663.204143,1.001338,0.001129,,
7663.205641,0.999182,0.001117,,
7663.207142,0.999411,0.001068,,
7663.208637,0.999193,0.001171,,
7663.210135,0.998371,0.00106,,
7663.211632,0.99943,0.00177,,
7663.21313,1.000165,0.001045,,
7663.214628,0.99975,0.001039,,
7663.216126,0.998604,0.001117,,
7663.217625,0.997492,0.00131,,
7663.219121,1.000744,0.001,,
7663.220619,0.998417,0.001153,,
7663.222117,1.000394,0.001188,,
7663.223615,0.999061,0.001073,,
7663.225114,1.000677,0.001077,,
7663.22661,0.999528,0.001079,,
7663.228108,1.000276,0.00106,,
7663.229606,0.99917,0.000996,,
7663.231104,0.999847,0.001291,,
7663.232603,1.000225,0.001206,,
7663.234099,0.998914,0.001081,,
7663.235597,1.000394,0.001034,,
7663.237095,0.999741,0.000959,,
7663.238593,1.001214,0.000986,,
7663.240092,1.000994,0.001114,,
7663.96911,0.99155,0.001216,,
7663.970609,0.991191,0.001313,,
7663.972106,0.992191,0.00131,,
7663.973603,0.993436,0.001113,,
7663.975103,0.991334,0.001129,,
7663.976599,0.990994,0.001036,,
7663.978098,0.990162,0.001048,,
7663.979586,0.991878,0.001222,,
7663.981092,0.992241,0.001082,,
7663.98259,0.992252,0.001095,,
7663.984088,0.99274,0.001268,,
7663.985587,0.993775,0.00128,,
7663.987084,0.999601,0.001103,,
7663.988581,0.999869,0.001023,,
7663.990087,1.000288,0.001328,,
7663.991577,0.999539,0.001331,,
7663.993076,0.999539,0.001331,,
7663.994573,1.001255,0.001142,,
7663.99607,1.000132,0.001185,,
7663.997569,0.998753,0.001046,,
7663.999066,0.99991,0.001068,,
7664.000565,0.999737,0.001249,,
7664.002062,1.001472,0.001348,,
7664.00356,1.000636,0.001293,,
7664.005058,1.001194,0.001172,,
7664.006556,0.999568,0.001044,,
7664.008054,0.999982,0.00127,,
7664.009552,1.001615,0.001181,,
7664.01105,1.000121,0.001149,,
7664.012548,0.999514,0.001061,,
7664.014046,0.998319,0.001279,,
7664.015548,0.999037,0.001219,,
7664.017041,0.999667,0.000933,,
7664.018539,0.999211,0.001099,,
7664.020037,0.999887,0.001082,,
7664.021535,1.000477,0.001227,,
7664.023033,1.001032,0.001057,,
7664.024542,1.001206,0.001176,,
7664.026028,0.9994,0.000938,,
7664.027526,1.000824,0.001252,,
7664.029024,0.999744,0.001221,,
7664.030518,1.00074,0.001159,,
7664.03202,0.999997,0.001104,,
7664.033518,1.001428,0.001258,,
7664.035015,1.000035,0.001216,,
7664.036513,1.000949,0.001099,,
7664.038015,1.001889,0.001151,,
7664.039504,0.999327,0.000892,,
7664.041006,0.998872,0.001362,,
7664.042504,1.00012,0.001136,,
7664.044002,1.000743,0.001026,,
7664.045494,1.001728,0.001078,,
7664.046998,0.999344,0.001058,,
7664.048501,1.000035,0.001105,,
7664.049989,0.99781,0.00096,,
7664.051491,0.999994,0.001069,,
7664.052982,0.999901,0.00122,,
7664.054487,1.000798,0.001211,,
7664.055985,0.998456,0.001072,,
7664.057482,1.000968,0.001229,,
7664.058982,0.999101,0.001167,,
7664.06049,0.999238,0.001161,,
7664.061963,0.999165,0.001232,,
7664.063474,0.999429,0.001257,,
7664.064971,1.000558,0.001281,,
7664.066469,0.999785,0.001179,,
7664.067962,1.000496,0.001104,,
7664.069465,1.001268,0.001151,,
7664.070953,1.00155,0.001168,,
7664.072446,1.001365,0.001189,,
7664.07397,0.999118,0.001274,,
7664.075456,0.997409,0.001271,,
7664.076956,0.999708,0.001023,,
7664.078452,1.000067,0.001138,,
7664.07995,0.999941,0.001144,,
7664.081451,0.99956,0.001336,,
7664.082937,0.999624,0.001148,,
7664.084447,1.000064,0.001017,,
7664.085939,1.000163,0.00128,,
7664.087439,1.000053,0.001206,,
7664.088941,0.998869,0.001321,,
7664.090427,1.00007,0.001105,,
7664.091933,1.001142,0.00115,,
7664.093442,0.999471,0.001152,,
7664.094919,0.999763,0.001124,,
7664.096426,1.000054,0.001198,,
7664.097936,0.999378,0.000919,,
7664.099422,1.000655,0.001157,,
7664.100908,0.999762,0.001148,,
7664.102417,1.000492,0.001243,,
7664.103921,1.000008,0.001179,,
7664.105414,1.000175,0.001077,,
7664.106912,1.00124,0.001193,,
7664.108408,1.001021,0.001145,,
7664.109906,0.997973,0.001191,,
7664.111422,1.001744,0.001399,,
7664.112902,1.00107,0.001219,,
7664.1144,1.001041,0.001104,,
7664.115897,1.001884,0.001031,,
7664.117396,1.002729,0.002071,,
7664.118883,1.000412,0.001095,,
7664.120387,0.998201,0.001243,,
7664.121878,1.000702,0.001065,,
7664.123397,1.000275,0.001253,,
7664.124884,1.000129,0.001121,,
7664.126382,0.998719,0.001214,,
7664.127886,1.000786,0.001199,,
7664.129372,0.999507,0.001067,,
7664.130867,0.999291,0.00114,,
7664.132373,1.000244,0.001207,,
7664.133871,0.999125,0.001121,,
7664.135369,0.998915,0.001133,,
7664.136862,1.000211,0.001179,,
7664.138364,0.999404,0.001093,,
7664.139852,1.000404,0.001279,,
7664.141364,0.999764,0.001051,,
7664.142852,1.000402,0.001161,,
7664.144356,0.998289,0.001221,,
7664.145844,0.998551,0.001212,,
7664.147352,0.998797,0.001357,,
7664.148849,0.999315,0.001123,,
7664.150334,0.999175,0.00134,,
7664.151845,1.00044,0.00124,,
7664.153343,1.001368,0.001162,,
7664.154833,1.000711,0.001088,,
7664.156331,0.99981,0.001245,,
7664.15783,1.000081,0.001211,,
7664.159337,1.000276,0.001271,,
7664.160821,1.001014,0.00111,,
7664.162339,1.000037,0.001067,,
7664.163827,0.999488,0.001059,,
7664.165327,0.999377,0.001186,,
7664.166827,0.99975,0.001134,,
7664.168313,1.000631,0.001089,,
7664.169819,0.998255,0.001107,,
7664.171303,1.000251,0.00121,,
7664.172823,1.000693,0.001034,,
7664.174313,1.000872,0.001106,,
7664.175816,0.999438,0.001163,,
7664.177317,1.000908,0.001387,,
7664.178806,0.999694,0.001072,,
7664.180307,1.000452,0.00108,,
7664.181797,1.000257,0.001071,,
7664.183268,0.998784,0.00117,,
7664.184794,1.001816,0.001413,,
7664.186306,1.000748,0.001138,,
7664.187785,1.000949,0.001167,,
7664.189291,0.999202,0.001184,,
7664.190788,0.999927,0.001137,,
7664.192305,1.000096,0.001177,,
7664.193784,0.999957,0.001201,,
7664.195261,1.000887,0.001015,,
7664.196771,1.000069,0.001235,,
7664.198288,1.000515,0.001266,,
7664.199783,0.999603,0.001095,,
7664.201273,0.998556,0.001123,,
7664.202789,0.999043,0.00124,,
7664.204269,0.99952,0.001114,,
7664.205767,0.999346,0.001196,,
7664.207276,0.999845,0.001042,,
7664.20877,0.998739,0.001173,,
7664.21026,1.000729,0.001265,,
7664.211784,0.999882,0.001094,,
7664.213256,1.000737,0.001074,,
7664.214753,0.99994,0.001431,,
7664.216251,0.999339,0.001246,,
7664.217749,0.999896,0.001193,,
7664.219251,0.999292,0.001274,,
7664.220752,1.000467,0.00136,,
7664.222242,1.000425,0.000955,,
7664.223738,1.001245,0.001172,,
7664.225232,1.000442,0.001231,,
7664.226746,1.000424,0.001164,,
7664.228234,0.999714,0.001374,,
7664.229731,0.999296,0.001219,,
7664.231229,1.00038,0.001016,,
7664.232727,0.998316,0.001039,,
7664.234225,1.00018,0.001254,,
7664.23572,1.000928,0.001185,,
7664.237221,1.000378,0.001207,,
7664.238699,1.000206,0.00119,,
7664.240221,0.998194,0.001133,,
7664.24172,1.001121,0.001178,,
7664.2432,1.0015,0.001558,,
7664.244709,0.999303,0.001076,,
7664.246209,1.000203,0.001139,,
7664.247706,0.999781,0.001226,,
7664.249193,0.998773,0.001099,,
7664.250701,1.000419,0.001345,,
7664.252186,0.999659,0.000973,,
7664.253685,0.999977,0.001271,,
7664.255184,1.000105,0.001256,,
7664.25669,1.000677,0.001176,,
7664.258192,1.002212,0.001377,,
7664.259688,0.999695,0.001259,,
7664.261195,0.999525,0.001231,,
7664.262684,1.000934,0.001041,,
7664.264172,0.997545,0.001267,,
7664.265696,0.999735,0.001137,,
7664.267153,1.000897,0.001305,,
7664.268675,1.000117,0.001208,,
7664.270176,0.999106,0.00116,,
7664.271662,1.001113,0.001225,,
7664.273165,0.999507,0.00121,,
7664.274677,0.999363,0.00152,,
7664.276178,0.998824,0.001204,,
7664.277649,0.999677,0.00129,,
7664.27916,1.00015,0.001101,,
7664.280662,1.000325,0.001211,,
7664.28216,1.000176,0.001242,,
7664.283659,0.999892,0.000999,,
7664.285151,1.001575,0.001292,,
7664.286644,1.000348,0.001209,,
7664.288136,1.000157,0.001072,,
7664.289648,1.001424,0.001256,,
7664.291142,0.999655,0.001084,,
7664.292633,1.000157,0.001158,,
7664.294148,0.998773,0.001059,,
7664.295642,0.99958,0.001168,,
7664.297137,1.000719,0.001052,,
7664.298622,0.9976,0.001251,,
7664.300126,1.000047,0.001054,,
7664.30162,1.000247,0.001133,,
7664.303119,0.999323,0.001305,,
7664.304616,1.000333,0.001193,,
7664.306127,0.999373,0.001317,,
7664.307602,0.999398,0.001174,,
7664.309135,0.99939,0.000983,,
7664.31064,0.998238,0.001065,,
7664.312086,0.999474,0.001039,,
7664.313608,1.000438,0.001097,,
7664.315106,0.998427,0.001171,,
7664.3166,0.998754,0.001015,,
7664.318103,1.000228,0.001184,,
7664.319615,0.998744,0.001163,,
7664.321097,0.999618,0.001427,,
7664.322615,1.000094,0.00121,,
7664.324095,1.000858,0.001136,,
7664.325592,1.001173,0.001117,,
7664.327102,1.000952,0.001337,,
7664.328592,0.99985,0.001085,,
7664.330089,0.999699,0.001042,,
7664.331583,1.000092,0.001126,,
7664.333088,0.998527,0.001018,,
7664.334587,1.001219,0.001025,,
7664.336081,0.998969,0.001237,,
7664.337575,0.999158,0.000979,,
7664.339068,1.001083,0.001113,,
7664.340571,0.999476,0.000991,,
7664.342068,1.001089,0.001289,,
7664.343566,1.001499,0.001193,,
7664.345056,0.998563,0.001147,,
7664.346565,0.99951,0.001324,,
7664.348059,0.999622,0.001133,,
7664.349557,0.998791,0.001111,,
7664.351055,0.998579,0.001157,,
7664.352563,1.000255,0.001275,,
7664.354065,0.998555,0.001153,,
7664.355554,0.999883,0.001198,,
7664.357046,0.998707,0.001411,,
7664.358544,1.000707,0.001686,,
7664.360033,1.000024,0.001082,,
7664.36154,1.000468,0.001237,,
7664.36304,1.000129,0.001118,,
7664.364536,1.000271,0.001152,,
7664.366033,0.99968,0.001346,,
7664.367531,1.000492,0.001183,,
7664.369029,0.998317,0.001137,,
7664.370516,0.998146,0.001297,,
7664.372024,0.999832,0.001127,,
7664.373528,0.999847,0.001044,,
7664.37502,1.000972,0.001067,,
7664.376518,1.001096,0.001126,,
7664.378007,0.998692,0.001132,,
7664.379522,0.999921,0.001155,,
7664.381011,1.000289,0.001054,,
7664.38252,1.000088,0.000928,,
7664.384011,0.999666,0.001146,,
7664.385511,1.00141,0.001164,,
7664.387002,1.000185,0.001064,,
7664.3885,0.99979,0.001097,,
7664.390009,0.999576,0.001413,,
7664.391502,0.999824,0.001015,,
7664.392999,1.001024,0.000952,,
7664.394492,1.000037,0.00108,,
7664.395989,1.000382,0.00121,,
7664.397479,1.000105,0.001202,,
7664.39899,0.999141,0.001424,,
7664.400494,1.000973,0.001094,,
7664.401986,1.001419,0.001159,,
7664.403485,0.999416,0.001089,,
7664.404976,1.001406,0.001198,,
7664.406475,0.999614,0.001091,,
7664.407969,0.998805,0.001264,,
7664.40947,0.998486,0.001082,,
7664.41096,0.997855,0.001145,,
7664.412475,0.999613,0.001044,,
7664.413963,1.001042,0.001136,,
7664.415461,1.001389,0.00145,,
7664.416959,1.001041,0.001138,,
7664.418462,0.999454,0.001207,,
7664.419946,1.000638,0.001189,,
7664.421451,1.000543,0.001067,,
7664.422951,1.001344,0.001107,,
7664.424447,1.001415,0.001111,,
7664.425955,1.001419,0.001057,,
7664.427445,1.000328,0.001058,,
7664.428942,0.999861,0.001101,,
7664.430458,1.000005,0.001102,,
7664.431931,1.000061,0.000941,,
7664.433435,1.001496,0.001108,,
7664.434933,1.000013,0.001207,,
7664.436425,0.999724,0.001309,,
7664.437921,0.999378,0.001129,,
7664.439437,0.998917,0.001204,,
7664.440924,1.000752,0.001148,,
7664.44243,0.999829,0.001262,,
7664.443931,1.000186,0.001141,,
7664.445417,0.999729,0.001043,,
7664.446904,1.000528,0.001526,,
7664.448413,0.999682,0.001019,,
7664.449903,1.000007,0.001117,,
7664.451413,1.000116,0.001111,,
7664.452913,0.99914,0.00106,,
7664.454403,1.000041,0.001311,,
7664.455906,0.998615,0.001176,,
7664.4574,1.000323,0.000994,,
7664.458909,0.999956,0.001193,,
7664.460391,1.000511,0.001219,,
7664.461897,0.9996,0.001096,,
7664.463381,0.999282,0.001214,,
7664.4649,0.999198,0.001195,,
7664.466394,1.000977,0.001171,,
7664.467885,0.999489,0.001034,,
7664.469377,1.001283,0.001203,,
7664.470902,1.000421,0.000926,,
7664.472372,1.000797,0.001118,,
7664.473876,0.999448,0.00124,,
7664.475372,1.00178,0.001102,,
7664.476883,1.000357,0.001221,,
7664.478361,1.001599,0.001121,,
7664.479875,1.000314,0.000993,,
7664.481365,1.00053,0.001243,,
7664.482863,1.000776,0.00123,,
7664.484366,0.99911,0.001128,,
7664.485869,0.999548,0.001169,,
7664.48736,1.000345,0.001376,,
7664.488855,1.00022,0.00136,,
7664.490346,1.000091,0.001186,,
7664.49185,1.000507,0.000973,,
7664.493348,1.000597,0.000993,,
7664.494848,1.000658,0.001013,,
7664.496348,1.001686,0.001079,,
7664.497835,0.999825,0.00111,,
7664.499339,0.999929,0.001094,,
7664.500837,1.000859,0.001116,,
7664.502335,0.99959,0.001167,,
7664.50384,0.998853,0.001197,,
7664.50533,1.000256,0.001102,,
7664.506828,1.000901,0.001023,,
7664.508321,0.998536,0.001216,,
7664.509824,1.000213,0.00093,,
7664.511322,1.000052,0.001175,,
7664.512831,0.999312,0.001107,,
7664.514317,1.000163,0.001406,,
7664.515822,1.001826,0.001047,,
7664.517314,1.000286,0.001188,,
7664.518811,1.000162,0.00109,,
7664.520312,1.000032,0.001242,,
7664.52179,1.001311,0.001261,,
7664.523304,0.999481,0.001193,,
7664.524798,0.999737,0.001077,,
7664.526284,0.999172,0.001203,,
7664.527798,1.000516,0.001188,,
7664.529283,0.999239,0.001147,,
7664.530793,0.999666,0.001259,,
7664.532295,0.998974,0.001032,,
7664.533784,1.000365,0.001051,,
7664.535287,1.000654,0.00097,,
7664.536784,0.998857,0.001264,,
7664.538282,0.999715,0.001254,,
7664.539774,1.000807,0.001165,,
7664.541274,0.999404,0.001139,,
7664.542769,0.999335,0.001236,,
7664.544275,0.999521,0.001153,,
7664.545772,0.999572,0.00123,,
7664.547267,0.998944,0.001115,,
7664.548759,0.999455,0.001335,,
7664.550261,0.9995,0.001132,,
7664.551775,1.001543,0.00107,,
7664.553275,0.999218,0.001261,,
7664.554767,0.999323,0.000984,,
7664.556255,0.999868,0.001061,,
7664.557756,1.000287,0.001118,,
7664.559253,0.999875,0.001259,,
7664.560753,1.000046,0.001097,,
7664.562248,1.002234,0.001253,,
7664.563746,1.000066,0.001154,,
7664.565256,1.000896,0.000986,,
7664.566754,0.999947,0.001092,,
7664.56823,1.00008,0.001166,,
7664.569733,1.00144,0.001096,,
7664.571235,1.000002,0.001153,,
7664.572732,1.000509,0.001209,,
7664.574235,0.999859,0.001123,,
7664.575739,0.998049,0.001086,,
7664.577216,0.998779,0.001296,,
7664.578716,1.001115,0.00119,,
7664.580223,0.999778,0.001131,,
7664.58172,0.999922,0.000979,,
7664.583194,0.999303,0.001303,,
7664.584725,1.001368,0.001092,,
7664.586213,1.000261,0.001262,,
7664.587712,0.999994,0.001216,,
7664.589216,0.998624,0.001171,,
7664.590713,1.000589,0.001232,,
7664.592205,0.998507,0.001111,,
7664.593703,0.999586,0.001174,,
7664.595192,0.999813,0.00106,,
7664.596705,1.001213,0.001121,,
7664.598196,0.999553,0.001142,,
7664.599701,1.00056,0.001261,,
7664.601192,0.999366,0.001051,,
7664.602682,0.999155,0.001134,,
7664.604192,1.000422,0.001258,,
7664.605674,1.001055,0.001056,,
7664.607181,0.998555,0.00107,,
7664.608681,1.000891,0.001231,,
7664.61018,0.9997,0.001118,,
7664.611676,0.999755,0.001489,,
7664.613173,1.000607,0.001223,,
7664.614672,0.999831,0.001254,,
7664.616159,1.001634,0.001308,,
7664.617669,1.000354,0.001141,,
7664.619165,0.9987,0.001235,,
7664.620663,1.000626,0.001194,,
7664.622161,1.000236,0.00116,,
7664.623659,0.999965,0.00104,,
7664.625158,1.00027,0.001213,,
7664.626655,1.000126,0.001127,,
7664.628154,0.998507,0.001127,,
7664.62965,1.000428,0.001118,,
7664.631149,0.999199,0.001342,,
7664.632647,1.000697,0.001258,,
7664.634132,0.999052,0.001213,,
7664.635642,0.99956,0.001063,,
7664.637149,0.9985,0.001246,,
7664.638637,0.999494,0.001072,,
7664.640138,0.999579,0.001088,,
7664.641633,0.999104,0.001164,,
7664.643141,1.001834,0.001231,,
7664.644633,1.000197,0.001276,,
7664.646126,0.998961,0.001419,,
7664.647614,0.999681,0.001325,,
7664.649122,1.000161,0.001058,,
7664.650614,0.998042,0.001136,,
7664.652121,1.000168,0.001013,,
7664.653617,1.000257,0.001294,,
7664.655125,1.000424,0.001148,,
7664.656623,1.000088,0.001115,,
7664.658101,1.000591,0.001375,,
7664.659611,0.999767,0.001343,,
7664.661105,1.000819,0.001123,,
7664.662603,1.000018,0.001127,,
7664.664093,0.999436,0.001045,,
7664.665598,0.998342,0.001176,,
7664.667098,0.999447,0.001118,,
7664.668603,0.99875,0.001162,,
7664.670099,1.001574,0.001201,,
7664.671587,0.999845,0.001071,,
7664.673089,0.99867,0.001161,,
7664.6746,1.000153,0.001226,,
7664.676093,1.000354,0.001258,,
7664.677591,0.999061,0.001254,,
7664.679078,1.00065,0.001179,,
7664.68058,0.99925,0.00114,,
7664.682074,1.000492,0.001218,,
7664.683572,0.999648,0.001143,,
7664.685071,1.000265,0.001116,,
7664.686563,1.000164,0.001194,,
7664.688065,1.000903,0.001226,,
7664.689566,0.999624,0.001148,,
7664.691061,0.999576,0.001206,,
7664.692561,1.000699,0.001138,,
7664.694056,1.000191,0.001119,,
7664.695554,1.000151,0.001002,,
7664.697043,0.998792,0.001106,,
7664.69855,0.999919,0.001284,,
7664.700049,0.998282,0.001054,,
7664.70155,1.000401,0.00101,,
7664.703043,0.999422,0.001272,,
7664.704536,0.99949,0.000983,,
7664.706039,0.999431,0.001129,,
7664.707549,0.999869,0.00118,,
7664.709039,1.001402,0.001055,,
7664.710524,1.000037,0.001141,,
7664.712034,1.000027,0.001216,,
7664.713528,1.000164,0.001347,,
7664.715027,1.000959,0.001118,,
7664.716522,1.001433,0.001174,,
7664.718022,1.000437,0.001097,,
7664.719519,0.999202,0.001045,,
7664.721008,1.000785,0.00127,,
7664.722516,0.999491,0.001036,,
7664.724013,1.000228,0.001121,,
7664.725511,0.999893,0.001057,,
7664.72702,0.999811,0.00118,,
7664.728506,1.000585,0.001006,,
7664.730009,0.999203,0.001286,,
7664.731502,0.999551,0.001365,,
7664.733,1.000831,0.001155,,
7664.734497,1.000594,0.001088,,
7664.735995,1.000448,0.001065,,
7664.737489,0.999595,0.001461,,
7664.738991,0.999523,0.000985,,
7664.740499,1.000896,0.001083,,
7664.741988,0.998324,0.001198,,
7664.743485,1.000652,0.001127,,
7664.744983,1.001023,0.001154,,
7664.746469,1.000659,0.001174,,
7664.747971,1.000743,0.001541,,
7664.749476,0.999096,0.001136,,
7664.750974,0.998842,0.001203,,
7664.752479,1.000136,0.001122,,
7664.753969,1.000913,0.001261,,
7664.755468,1.000092,0.001536,,
7664.75695,1.000951,0.001048,,
7664.758474,0.999048,0.001182,,
7664.759961,1.000914,0.00112,,
7664.761458,1.000051,0.001004,,
7664.762956,1.000992,0.001046,,
7664.764454,0.999855,0.001257,,
7664.765952,0.999331,0.001192,,
7664.767444,0.999432,0.001238,,
7664.768951,1.000627,0.001104,,
7664.770447,0.999773,0.001171,,
7664.771943,0.999265,0.001095,,
7664.773441,1.000037,0.001241,,
7664.774932,1.000048,0.000979,,
7664.776429,1.000333,0.001189,,
7664.777934,1.000795,0.001112,,
7664.779432,0.999129,0.001005,,
7664.780941,1.001077,0.001115,,
7664.782429,0.999689,0.001086,,
7664.783926,1.001452,0.000883,,
7664.785424,0.999423,0.001224,,
7664.786921,1.00028,0.001218,,
7664.788419,0.99958,0.001123,,
7664.789922,1.000642,0.001288,,
7664.791408,0.998779,0.001093,,
7664.795629,1.001148,0.001131,,
7664.797114,0.999482,0.001127,,
7664.798612,0.999116,0.001233,,
7664.80011,0.999295,0.001045,,
7664.801609,0.999213,0.001203,,
7664.803106,1.000595,0.000999,,
7664.804599,0.999446,0.00108,,
7664.806101,1.000145,0.000975,,
7664.807599,1.001206,0.001046,,
7664.809098,1.000926,0.001503,,
7664.810595,1.000405,0.001207,,
7664.812092,0.99968,0.00105,,
7664.81359,1.000041,0.001089,,
7664.815088,0.999504,0.001027,,
7664.816587,0.999786,0.001148,,
7664.818084,0.999473,0.001278,,
7664.819587,0.998705,0.001099,,
7664.821074,0.998854,0.001134,,
7664.822577,0.998997,0.001046,,
7664.824076,1.000444,0.001007,,
7664.825573,1.001701,0.001238,,
7664.827061,1.000622,0.001309,,
7664.828568,0.99945,0.001003,,
7664.830064,0.999655,0.001132,,
7664.831565,1.000228,0.001122,,
7664.833062,1.000285,0.001154,,
7664.834557,0.999156,0.000982,,
7664.836057,0.998171,0.001063,,
7664.837555,0.999603,0.001084,,
7664.839054,0.999316,0.00108,,
7664.840551,0.998958,0.001014,,
7664.842049,1.000064,0.001038,,
7664.843547,0.998373,0.001241,,
7664.84504,1.001094,0.001286,,
7664.846552,1.000139,0.001199,,
7664.84804,1.001279,0.001217,,
7664.849538,1.000956,0.001084,,
7664.851039,1.000745,0.001123,,
7664.852534,1.000438,0.001089,,
7664.854032,1.000572,0.001067,,
7664.855529,0.999994,0.001209,,
7664.857027,1.000217,0.001118,,
