         time |     flux | uncertainty
125.874842748 | 401242.0 |     91.5302
 125.87552387 | 401278.0 |     91.5341
125.876204992 | 401165.0 |      91.524
125.876886113 | 401192.0 |     91.5141
125.877567335 | 401255.0 |     91.5192
125.878248456 | 401292.0 |     91.5363
125.878929578 | 401272.0 |     91.5359
  125.8796107 | 401308.0 |      91.532
125.880291921 | 401229.0 |     91.5293
125.880972943 | 401246.0 |     91.5211
125.881654064 | 401226.0 |     91.5174
125.882335286 | 401310.0 |     91.5383
125.883016408 | 401237.0 |     91.5204
125.883697529 | 401076.0 |     91.5087
125.884378751 | 401147.0 |     91.5106
125.885059872 | 401190.0 |     91.5192
125.885741094 | 401122.0 |     91.5163
125.886422116 | 401136.0 |     91.5133
125.887103237 | 401157.0 |     91.5163
125.887784359 | 401290.0 |     91.5244
 125.88846558 | 400968.0 |     91.4991
125.889146702 | 401314.0 |     91.5268
125.889827924 | 401064.0 |     91.5026
125.890509045 | 401314.0 |     91.5368
125.891190167 | 401216.0 |     91.5174
125.891871188 | 401292.0 |     91.5358
 125.89255241 | 401288.0 |     91.5289
125.893233532 | 401223.0 |      91.529
125.893914653 | 401288.0 |     91.5281
125.894595875 | 401221.0 |     91.5202
125.895276996 | 401112.0 |     91.5058
125.895958218 | 401156.0 |     91.5105
 125.89663934 | 401326.0 |     91.5382
125.897320361 | 401286.0 |     91.5349
125.898001483 | 401210.0 |     91.5291
125.898682704 | 400979.0 |     91.4992
125.899363826 | 401202.0 |     91.5244
125.900044948 | 401370.0 |     91.5425
125.900726169 | 401266.0 |     91.5227
125.901407291 | 401341.0 |     91.5287
125.902088412 | 401291.0 |     91.5249
125.902769534 | 401298.0 |     91.5236
125.903450656 | 401228.0 |     91.5178
125.904131777 | 401222.0 |     91.5177
125.904812999 | 401224.0 |      91.516
 125.90549412 | 401124.0 |     91.5067
125.906175242 | 401110.0 |     91.5078
125.906856364 | 401317.0 |     91.5273
125.907537585 | 401079.0 |     91.5014
125.908218607 | 401147.0 |     91.5111
125.908899728 | 401303.0 |     91.5321
 125.90958095 | 401318.0 |     91.5305
125.910262072 | 401436.0 |     91.5431
125.910943193 | 401104.0 |     91.5053
125.911624415 | 401169.0 |     91.5147
125.912305536 | 401179.0 |     91.5236
125.912986658 | 401311.0 |     91.5256
 125.91366778 | 401132.0 |     91.5111
125.914348901 | 401183.0 |     91.5186
125.915030023 | 401206.0 |     91.5157
125.915711244 | 401205.0 |      91.519
125.916392366 | 401317.0 |     91.5385
125.917073488 | 401032.0 |     91.5042
125.917754709 | 401258.0 |     91.5191
125.918435831 | 401236.0 |     91.5231
125.919116852 | 401091.0 |     91.5133
125.919797974 | 401321.0 |     91.5276
125.920479196 | 401177.0 |     91.5132
125.921160317 | 401315.0 |     91.5327
125.921841539 | 401187.0 |     91.5279
 125.92252266 | 401176.0 |     91.5145
125.923203782 | 401253.0 |     91.5201
125.923885004 | 401184.0 |     91.5137
125.924566025 | 401315.0 |     91.5297
125.925247147 | 401360.0 |      91.535
125.925928368 | 401378.0 |     91.5395
 125.92660949 | 401192.0 |     91.5152
125.927290612 | 401278.0 |     91.5284
125.927971833 | 401226.0 |     91.5287
125.928652955 | 401036.0 |     91.5004
125.929334076 | 401338.0 |     91.5395
125.930015198 | 401365.0 |     91.5435
125.930696319 | 401237.0 |     91.5294
125.931377441 | 401092.0 |     91.5035
125.932058663 | 401264.0 |     91.5313
125.932739784 | 401069.0 |     91.5078
125.933420906 | 401054.0 |     91.5008
125.934102027 | 401041.0 |     91.5004
125.934783249 | 401318.0 |     91.5267
125.935464271 | 401103.0 |     91.5082
125.936145392 | 401262.0 |     91.5256
125.936826614 | 401316.0 |     91.5253
125.937507736 | 401102.0 |     91.5076
125.938188857 | 401321.0 |     91.5318
125.938870079 | 401342.0 |     91.5416
  125.9395512 | 401304.0 |     91.5292
125.940232322 | 401328.0 |     91.5389
125.940913443 | 401381.0 |     91.5375
125.941594565 | 401204.0 |     91.5224
125.942275687 | 401193.0 |     91.5235
125.942956808 | 401344.0 |     91.5284
 125.94363803 | 401074.0 |     91.5016
125.944319151 | 401066.0 |     91.5122
125.945000273 | 401249.0 |     91.5314
125.945681495 | 401227.0 |     91.5219
125.946362516 | 401195.0 |     91.5146
125.947043638 | 401141.0 |     91.5086
125.947724859 | 401265.0 |     91.5224
125.948405981 | 401096.0 |     91.5053
125.949087103 | 401258.0 |     91.5273
125.949768324 | 401205.0 |     91.5261
125.950449446 | 401193.0 |     91.5186
125.951130667 | 401345.0 |     91.5406
125.951811789 | 401094.0 |     91.5084
125.952492811 | 401003.0 |      91.494
125.953173932 | 401182.0 |     91.5171
125.953855154 | 401129.0 |     91.5088
125.954536275 | 401122.0 |     91.5138
125.955217497 | 401074.0 |     91.5097
125.955898619 | 401266.0 |     91.5283
 125.95657974 | 401158.0 |      91.517
125.957260962 | 401185.0 |     91.5133
125.957941983 | 401258.0 |      91.522
125.958623105 | 401348.0 |     91.5412
125.959304327 | 401135.0 |     91.5101
125.959985448 | 401095.0 |     91.5172
 125.96066657 | 401229.0 |     91.5194
125.961347691 | 401305.0 |     91.5267
125.962028913 | 401284.0 |     91.5332
125.962710034 | 401215.0 |     91.5184
125.963391056 | 401220.0 |     91.5221
125.964072278 | 401284.0 |     91.5229
125.964753399 | 401203.0 |     91.5167
125.965434521 | 401177.0 |     91.5124
125.966115742 | 401299.0 |     91.5375
125.966796864 | 401342.0 |     91.5294
125.967477986 | 401321.0 |     91.5374
125.968159207 | 401141.0 |     91.5105
125.968840229 | 401183.0 |     91.5182
 125.96952135 | 401270.0 |     91.5342
125.970202472 | 401367.0 |     91.5311
125.970883694 | 401232.0 |     91.5202
125.971564815 | 401360.0 |     91.5293
125.972245937 | 401321.0 |     91.5296
125.972927158 | 401274.0 |      91.522
 125.97360828 | 401100.0 |       91.51
125.974289302 | 401291.0 |     91.5248
125.974970523 | 401277.0 |     91.5226
125.975651645 | 401324.0 |     91.5271
125.976332766 | 401214.0 |     91.5271
125.977013988 | 401202.0 |     91.5281
 125.97769511 | 401244.0 |     91.5283
125.978376231 | 401367.0 |     91.5323
125.979057453 | 401223.0 |     91.5226
125.979738474 | 401275.0 |     91.5286
125.980419596 | 401176.0 |     91.5234
125.981100817 | 401325.0 |     91.5279
125.981781939 | 401241.0 |     91.5236
125.982463061 | 401109.0 |     91.5184
125.983144282 | 401213.0 |     91.5277
125.983825404 | 401248.0 |     91.5228
125.984506626 | 401153.0 |     91.5164
125.985187647 | 401045.0 |     91.4999
125.985868769 | 401196.0 |      91.516
 125.98654989 | 401141.0 |     91.5101
125.987231112 | 401309.0 |     91.5376
125.987912233 | 401396.0 |     91.5469
125.988593355 | 401216.0 |     91.5155
125.989274577 | 401340.0 |     91.5392
125.989955698 | 401379.0 |     91.5444
 125.99063672 | 401156.0 |     91.5125
125.991317941 | 401408.0 |     91.5414
125.991999063 | 401194.0 |     91.5282
125.992680185 | 401192.0 |      91.514
125.993361406 | 401307.0 |      91.531
125.994042528 | 401173.0 |     91.5185
125.994723649 | 401228.0 |      91.519
125.995404871 | 401322.0 |     91.5388
125.996085893 | 401314.0 |      91.528
125.996767014 | 401020.0 |     91.5015
125.997448136 | 401152.0 |     91.5095
125.998129357 | 401342.0 |     91.5301
125.998810479 | 401124.0 |     91.5095
  125.9994916 | 401234.0 |     91.5167
126.000172822 | 401244.0 |     91.5254
126.000853944 | 401183.0 |     91.5191
126.001534965 | 401051.0 |     91.5023
126.002216187 | 401272.0 |     91.5331
126.002897308 | 401163.0 |     91.5163
 126.00357843 | 401207.0 |     91.5144
126.004259652 | 401199.0 |     91.5147
126.004940773 | 401286.0 |     91.5354
126.005621895 | 401211.0 |     91.5166
126.006303116 | 401179.0 |     91.5246
126.006984138 | 401225.0 |     91.5222
 126.00766526 | 401282.0 |     91.5303
126.008346381 | 401216.0 |     91.5229
126.009027603 | 401146.0 |     91.5094
126.009708724 | 400980.0 |     91.4953
126.010389946 | 401187.0 |     91.5257
126.011071068 | 401136.0 |     91.5142
126.011752189 | 401126.0 |     91.5102
126.012433211 | 401340.0 |     91.5424
126.013114432 | 401222.0 |     91.5171
126.013795554 | 401143.0 |       91.52
126.014476775 | 401091.0 |     91.5092
126.015157897 | 401265.0 |     91.5272
126.015839019 | 401044.0 |     91.5117
 126.01652024 | 401014.0 |     91.5076
126.017201362 | 401143.0 |     91.5154
126.017882383 | 401091.0 |     91.5098
126.018563505 | 401286.0 |     91.5297
126.019244727 | 401217.0 |     91.5217
126.019925848 | 400947.0 |     91.4937
 126.02060707 | 401265.0 |     91.5197
126.021288191 | 401287.0 |     91.5238
126.021969313 | 401176.0 |     91.5143
126.022650535 | 401258.0 |     91.5222
126.023331556 | 401197.0 |     91.5168
126.024012678 | 401193.0 |     91.5173
126.024693799 | 401388.0 |     91.5353
126.025375021 | 401093.0 |     91.5105
126.026056143 | 401031.0 |     91.5093
126.026737264 | 401209.0 |     91.5288
126.027418486 | 401216.0 |     91.5237
126.028099607 | 401292.0 |     91.5349
126.028780729 | 401235.0 |     91.5212
 126.02946185 | 401160.0 |     91.5125
126.030142972 | 401202.0 |     91.5263
126.030824094 | 401170.0 |      91.517
126.031505315 | 401097.0 |     91.5059
126.032186437 | 401420.0 |     91.5377
126.032867558 | 401300.0 |       91.53
 126.03354868 | 401169.0 |     91.5235
126.034229902 | 401246.0 |      91.523
126.034910923 | 401243.0 |     91.5329
126.035592045 | 401377.0 |     91.5353
126.036273266 | 401168.0 |      91.512
126.036954388 | 401134.0 |     91.5099
 126.03763551 | 401278.0 |     91.5248
126.038316731 | 401336.0 |     91.5287
126.038997853 | 401359.0 |     91.5313
126.039679074 | 401248.0 |     91.5252
126.040360096 | 401304.0 |     91.5276
126.041041218 | 401087.0 |     91.5064
126.041722339 | 401332.0 |     91.5301
126.042403561 | 401185.0 |     91.5183
126.043084682 | 401268.0 |     91.5316
126.043765904 | 401296.0 |     91.5323
126.044447025 | 401177.0 |     91.5221
126.045128147 | 401347.0 |     91.5363
126.045809169 | 401331.0 |     91.5378
 126.04649039 | 401268.0 |     91.5333
126.047171512 | 401364.0 |     91.5361
126.047852733 | 401225.0 |     91.5285
126.048533855 | 401272.0 |     91.5357
126.049214977 | 401320.0 |     91.5334
126.049896198 | 401212.0 |     91.5169
 126.05057732 | 401183.0 |     91.5273
126.051258341 | 401214.0 |      91.528
126.051939463 | 401186.0 |     91.5255
126.052620684 | 401177.0 |     91.5127
126.053301806 | 401404.0 |     91.5376
126.053982928 | 401210.0 |     91.5187
126.054664149 | 401233.0 |     91.5193
126.055345271 | 401391.0 |     91.5359
126.056026392 | 401182.0 |     91.5152
126.056707514 | 401222.0 |     91.5225
126.057388636 | 401204.0 |     91.5211
126.058069757 | 401183.0 |     91.5192
126.058750979 | 401172.0 |     91.5211
  126.0594321 | 401152.0 |      91.517
126.060113222 | 401081.0 |     91.5117
126.060794344 | 401106.0 |     91.5078
126.061475565 | 401108.0 |     91.5137
126.062156587 | 401307.0 |     91.5274
126.062837708 | 401284.0 |     91.5359
 126.06351893 | 401263.0 |     91.5237
126.064200051 | 401247.0 |     91.5265
126.064881173 | 401071.0 |     91.5047
126.065562395 | 401209.0 |     91.5164
126.066243516 | 401226.0 |     91.5235
126.066924638 | 401357.0 |       91.53
126.067605759 | 401157.0 |     91.5098
126.068286881 | 401107.0 |     91.5063
126.068968003 | 401216.0 |     91.5235
126.069649224 | 401341.0 |     91.5331
126.070330346 | 401085.0 |      91.511
126.071011467 | 401156.0 |      91.521
126.071692689 | 401253.0 |     91.5341
126.072373811 | 401086.0 |     91.5139
126.073054832 | 401172.0 |      91.512
126.073736054 | 401250.0 |     91.5222
126.074417175 | 401233.0 |     91.5191
126.075098297 | 401137.0 |      91.521
126.075779518 | 401306.0 |     91.5273
 126.07646064 | 401268.0 |     91.5281
126.077141762 | 401235.0 |      91.526
126.077822983 | 401165.0 |     91.5121
126.078504005 | 401207.0 |     91.5172
126.079185126 | 401189.0 |     91.5165
126.079866348 | 401233.0 |     91.5252
 126.08054747 | 401120.0 |     91.5113
126.081228591 | 401378.0 |     91.5386
126.081909813 | 401055.0 |     91.5007
126.082590934 | 401103.0 |     91.5172
126.083272056 | 401057.0 |     91.5055
126.083953177 | 401191.0 |       91.52
126.084634299 | 401173.0 |     91.5197
126.085315421 | 401190.0 |     91.5197
126.085996642 | 400997.0 |     91.4976
126.086677764 | 401314.0 |     91.5366
126.087358885 | 401297.0 |     91.5337
126.088040007 | 401297.0 |     91.5231
126.088721229 | 401332.0 |     91.5338
 126.08940225 | 401238.0 |     91.5303
126.090083372 | 401335.0 |     91.5386
126.090764593 | 401233.0 |     91.5183
126.091445715 | 401290.0 |     91.5238
126.092126836 | 401138.0 |     91.5119
126.092808058 | 401266.0 |     91.5258
 126.09348918 | 401104.0 |     91.5121
126.094170301 | 401102.0 |     91.5117
126.094851423 | 401184.0 |     91.5226
126.095532544 | 401359.0 |     91.5358
126.096213666 | 401149.0 |     91.5097
126.096894788 | 401359.0 |     91.5351
126.097576009 | 401285.0 |     91.5249
126.098257131 | 401166.0 |      91.523
126.098938352 | 401225.0 |     91.5163
126.099619474 | 401222.0 |     91.5282
126.100300596 | 401330.0 |     91.5294
126.100981617 | 401291.0 |     91.5249
126.101662839 | 401363.0 |     91.5327
 126.10234396 | 401235.0 |     91.5169
126.103025182 | 401091.0 |     91.5138
126.103706303 | 401087.0 |     91.5052
126.104387425 | 401264.0 |     91.5177
126.105068647 | 401260.0 |     91.5193
126.105749768 | 401104.0 |     91.5109
 126.10643079 | 401216.0 |     91.5181
126.107111911 | 401091.0 |     91.5042
126.107793133 | 401233.0 |     91.5272
126.108474255 | 401260.0 |     91.5198
126.109155476 | 401168.0 |     91.5213
126.109836598 | 401296.0 |     91.5299
126.110517719 | 401238.0 |     91.5239
126.111198941 | 401192.0 |     91.5197
126.111879962 | 401176.0 |     91.5174
126.112561084 | 401256.0 |     91.5313
126.113242306 | 401128.0 |     91.5068
126.113923427 | 401004.0 |     91.4946
126.114604549 | 401172.0 |     91.5172
 126.11528567 | 401308.0 |     91.5251
126.115966892 | 401079.0 |     91.5018
126.116648014 | 401330.0 |     91.5323
126.117329035 | 401228.0 |     91.5196
126.118010257 | 401282.0 |     91.5266
126.118691378 | 401165.0 |     91.5113
  126.1193725 | 401015.0 |     91.5039
126.120053721 | 401230.0 |     91.5289
126.120734843 | 401308.0 |     91.5308
126.121415965 | 401296.0 |     91.5241
126.122097086 | 401387.0 |     91.5443
126.122778208 | 401338.0 |     91.5374
126.123459329 | 401095.0 |     91.5102
126.124140451 | 401078.0 |     91.5012
126.124821672 | 401407.0 |     91.5465
126.125502794 | 401242.0 |     91.5186
126.126183916 | 401347.0 |     91.5306
126.126865137 | 401231.0 |     91.5217
126.127546259 | 401280.0 |     91.5255
 126.12822728 | 401094.0 |     91.5027
126.128908502 | 401271.0 |     91.5251
126.129589624 | 401189.0 |     91.5198
126.130270745 | 401186.0 |     91.5227
126.130951967 | 401197.0 |     91.5143
126.131633088 | 401276.0 |     91.5226
 126.13231431 | 401178.0 |     91.5159
126.132995431 | 401251.0 |     91.5217
126.133676453 | 401113.0 |     91.5103
126.134357575 | 401326.0 |     91.5377
126.135038796 | 401243.0 |     91.5181
126.135719918 | 401219.0 |     91.5221
126.136401139 | 401364.0 |     91.5307
126.137082261 | 401164.0 |     91.5115
126.137763383 | 401185.0 |      91.512
126.138444604 | 401128.0 |     91.5056
126.139125626 | 401299.0 |      91.526
126.139806747 | 401222.0 |     91.5207
126.140487869 | 401198.0 |     91.5264
126.141169091 | 401190.0 |     91.5243
126.141850212 | 401135.0 |     91.5137
126.142531334 | 401165.0 |     91.5104
126.143212555 | 401221.0 |     91.5279
126.143893677 | 401292.0 |     91.5229
126.144574698 | 401189.0 |     91.5187
 126.14525592 | 401171.0 |     91.5229
126.145937042 | 401260.0 |     91.5247
126.146618163 | 401194.0 |     91.5151
126.147299385 | 401253.0 |     91.5235
126.147980506 | 401126.0 |     91.5083
126.148661628 | 401261.0 |     91.5231
126.149342749 | 401185.0 |     91.5154
126.150023871 | 401320.0 |     91.5323
126.150704993 | 401168.0 |     91.5175
126.151386114 | 401155.0 |     91.5159
126.152067336 | 401263.0 |     91.5277
126.152748457 | 401196.0 |     91.5197
126.153429579 | 401048.0 |      91.502
126.154110801 | 401209.0 |     91.5262
126.154791922 | 401322.0 |     91.5374
126.155472944 | 401232.0 |     91.5198
126.156154165 | 401219.0 |     91.5206
126.156835287 | 401506.0 |     91.5496
126.157516408 | 401182.0 |     91.5237
 126.15819753 | 401224.0 |     91.5208
126.158878752 | 401156.0 |     91.5216
126.159559873 | 401269.0 |     91.5214
126.160241095 | 401033.0 |     91.4979
126.160922116 | 401194.0 |     91.5267
126.161603238 | 401306.0 |     91.5278
126.162284359 | 401166.0 |       91.51
126.162965581 | 401243.0 |     91.5293
126.163646703 | 401309.0 |     91.5274
126.164327924 | 401406.0 |     91.5399
126.165009046 | 401258.0 |     91.5309
126.165690167 | 401266.0 |     91.5317
126.166371189 | 401273.0 |     91.5317
126.167052411 | 401357.0 |     91.5348
126.167733532 | 401201.0 |     91.5158
126.168414754 | 401117.0 |     91.5053
126.169095875 | 401406.0 |     91.5322
126.169776997 | 401347.0 |     91.5374
126.170458218 | 401272.0 |     91.5191
 126.17113934 | 401189.0 |     91.5145
126.171820362 | 401139.0 |     91.5099
126.172501583 | 401292.0 |     91.5291
126.173182705 | 400958.0 |     91.4906
126.173863826 | 401295.0 |     91.5285
126.174545048 | 401248.0 |     91.5182
126.175226169 | 401095.0 |     91.5057
126.175907291 | 401057.0 |     91.5017
126.176588513 | 401266.0 |     91.5335
126.177269634 | 401233.0 |     91.5205
126.177950656 | 401240.0 |     91.5223
126.178631777 | 401239.0 |     91.5247
126.179312999 | 401234.0 |     91.5176
126.179994121 | 401023.0 |     91.4963
126.180675242 | 401204.0 |     91.5266
126.181356464 | 401073.0 |     91.5033
126.182037585 | 401193.0 |     91.5258
126.182718707 | 401320.0 |     91.5312
126.183399828 | 401352.0 |     91.5364
 126.18408095 | 401412.0 |     91.5409
126.184762072 | 401345.0 |     91.5343
126.185443193 | 401144.0 |     91.5133
126.186124415 | 401196.0 |     91.5192
126.186805536 | 401195.0 |     91.5153
126.187486758 | 401063.0 |     91.5051
126.188167879 | 401160.0 |       91.52
126.188848901 | 401175.0 |      91.513
126.189530023 | 401237.0 |     91.5191
126.190211244 | 401164.0 |     91.5233
126.190892366 | 401098.0 |     91.5046
126.191573587 | 401154.0 |       91.51
126.192254709 | 401259.0 |     91.5316
 126.19293583 | 401061.0 |     91.5119
126.193617052 | 400985.0 |     91.4944
126.194298074 | 401196.0 |     91.5154
126.194979195 | 401337.0 |     91.5373
126.195660317 | 401244.0 |     91.5219
126.196341538 | 401092.0 |     91.5085
 126.19702266 | 401096.0 |     91.5152
126.197703882 | 401221.0 |     91.5204
126.198385003 | 401301.0 |     91.5373
126.199066125 | 401151.0 |     91.5146
126.199747146 | 401120.0 |     91.5097
126.200428368 | 401117.0 |     91.5058
126.201109489 | 401178.0 |     91.5129
126.201790711 | 401194.0 |     91.5291
126.202471833 | 401114.0 |     91.5175
126.203152954 | 401129.0 |     91.5189
126.203834076 | 401026.0 |      91.496
126.204515297 | 401214.0 |     91.5194
126.205196319 | 401169.0 |     91.5113
 126.20587744 | 401309.0 |     91.5358
126.206558662 | 401175.0 |     91.5119
126.207239784 | 401087.0 |     91.5035
126.207920905 | 401105.0 |     91.5169
126.208602127 | 401198.0 |     91.5143
126.209283248 | 401237.0 |     91.5289
 126.20996437 | 401187.0 |     91.5231
126.210645491 | 401042.0 |      91.505
126.211326613 | 401124.0 |     91.5189
126.212007735 | 401269.0 |     91.5222
126.212688856 | 401272.0 |      91.521
126.213370078 | 401173.0 |     91.5227
126.214051199 | 401114.0 |     91.5055
126.214732321 | 401237.0 |     91.5296
126.215413543 | 401173.0 |     91.5247
126.216094564 | 401184.0 |     91.5131
126.216775686 | 401195.0 |     91.5242
126.217456907 | 401148.0 |     91.5203
126.218138029 | 401184.0 |     91.5128
 126.21881915 | 401186.0 |     91.5115
126.219500372 | 401087.0 |     91.5093
126.220181494 | 401143.0 |       91.52
126.220862615 | 401225.0 |     91.5177
126.221543637 | 401168.0 |     91.5237
126.222224858 | 401129.0 |     91.5118
 126.22290598 | 401323.0 |     91.5316
126.223587201 | 401277.0 |     91.5224
126.224268323 | 401236.0 |     91.5165
126.224949445 | 401308.0 |     91.5299
126.225630666 | 401235.0 |     91.5293
126.226311788 | 401179.0 |      91.511
126.226992809 | 401167.0 |     91.5172
126.227674031 | 401333.0 |     91.5339
126.228355152 | 401208.0 |      91.521
126.229036274 | 401216.0 |     91.5221
126.229717496 | 401257.0 |      91.533
126.230398617 | 401167.0 |     91.5216
126.231079739 | 401202.0 |     91.5233
 126.23176096 | 401133.0 |     91.5073
126.232441982 | 401202.0 |     91.5209
126.233123103 | 401504.0 |     91.5486
126.233804325 | 401168.0 |      91.515
126.234485447 | 401355.0 |     91.5285
126.235166568 | 401255.0 |     91.5313
 126.23584779 | 401238.0 |     91.5227
126.236528911 | 401219.0 |     91.5143
126.237210033 | 401112.0 |     91.5075
126.237891154 | 401404.0 |     91.5378
126.238572276 | 401000.0 |     91.5072
126.239253398 | 401091.0 |     91.5018
126.239934519 | 401164.0 |     91.5106
126.240615741 | 401284.0 |     91.5351
126.241296862 | 401401.0 |     91.5393
126.241977984 | 401118.0 |     91.5171
126.242659206 | 401118.0 |      91.508
126.243340227 | 401165.0 |     91.5189
126.244021349 | 401108.0 |      91.515
 126.24470257 | 401209.0 |     91.5177
126.245383692 | 401281.0 |     91.5343
126.246064813 | 401727.0 |     91.7264
126.246745935 | 401094.0 |     91.5137
126.247427157 | 401290.0 |     91.5332
126.248108278 | 401212.0 |     91.5272
  126.2487893 | 401224.0 |     91.5285
126.249470521 | 401328.0 |     91.5394
126.250151643 | 401268.0 |     91.5287
126.250832764 | 401094.0 |     91.5154
126.251513986 | 401337.0 |      91.539
126.252195108 | 401267.0 |     91.5261
126.252876329 | 401055.0 |     91.5112
126.253557451 | 401226.0 |     91.5219
126.254238572 | 401170.0 |     91.5164
126.254919594 | 401247.0 |     91.5242
126.255600815 | 401210.0 |     91.5207
126.256281937 | 401271.0 |     91.5268
126.256963159 | 401185.0 |     91.5188
 126.25764428 | 401189.0 |     91.5181
126.258325402 | 401258.0 |      91.531
126.259006623 | 401313.0 |     91.5307
126.259687745 | 401328.0 |      91.543
126.267861404 | 400977.0 |     91.5516
126.268542525 | 401161.0 |     91.5111
126.269223647 | 401121.0 |     91.5083
126.269904868 | 401162.0 |     91.5101
 126.27058599 | 401179.0 |     91.5188
126.271267012 | 401363.0 |     91.5352
126.271948233 | 401161.0 |     91.5084
126.272629355 | 401220.0 |     91.5151
126.273310476 | 401279.0 |     91.5235
126.273991598 | 401185.0 |     91.5116
126.274672819 | 401218.0 |     91.5158
126.275353941 | 401265.0 |      91.521
126.276035163 | 401241.0 |     91.5207
126.276716184 | 401343.0 |     91.5324
126.277397306 | 401390.0 |     91.5339
126.278078427 | 401105.0 |     91.5098
126.278759649 | 401084.0 |     91.5036
 126.27944077 | 401222.0 |     91.5204
126.280121892 | 401212.0 |     91.5162
126.280803114 | 401315.0 |     91.5291
126.281484235 | 401047.0 |      91.504
126.282165257 | 401159.0 |     91.5098
126.282846478 | 401212.0 |     91.5215
  126.2835276 | 401265.0 |      91.531
126.284208721 | 401243.0 |     91.5233
126.284889943 | 401070.0 |     91.5058
126.285571065 | 401198.0 |     91.5248
126.286252286 | 401226.0 |     91.5156
126.286933408 | 401185.0 |     91.5234
126.287614429 | 401101.0 |     91.5098
126.288295551 | 401213.0 |     91.5254
126.288976772 | 401402.0 |     91.5345
126.289657894 | 401347.0 |     91.5399
126.290339116 | 401285.0 |     91.5387
126.291020237 | 401234.0 |     91.5184
126.291701359 | 401289.0 |     91.5282
 126.29238258 | 401269.0 |     91.5291
126.293063602 | 401227.0 |     91.5281
126.293744723 | 401323.0 |     91.5281
126.294425845 | 401226.0 |      91.531
126.295107067 | 401112.0 |     91.5161
126.295788188 | 401199.0 |     91.5201
 126.29646931 | 401310.0 |     91.5332
126.297150531 | 401221.0 |     91.5224
126.297831653 | 401299.0 |     91.5291
126.298512674 | 401172.0 |     91.5127
126.299193896 | 401315.0 |     91.5257
126.299875018 | 401093.0 |     91.5084
126.300556139 | 401205.0 |     91.5208
126.301237361 | 401195.0 |     91.5239
126.301918482 | 401247.0 |      91.531
126.302599604 | 401286.0 |      91.528
126.303280725 | 401133.0 |     91.5057
126.303961847 | 401293.0 |      91.534
126.304642969 | 401225.0 |     91.5193
 126.30532409 | 401037.0 |     91.4983
126.306005312 | 401274.0 |     91.5239
126.306686433 | 401174.0 |     91.5101
126.307367555 | 401120.0 |     91.5163
126.308048776 | 401286.0 |     91.5217
126.308729898 | 401161.0 |     91.5222
 126.30941092 | 401354.0 |     91.5342
126.310092041 | 401182.0 |     91.5124
126.310773263 | 401246.0 |     91.5185
126.311454384 | 401145.0 |     91.5092
126.312135606 | 401169.0 |     91.5112
126.312816727 | 401279.0 |      91.532
126.313497849 | 401231.0 |     91.5173
126.314179071 | 401301.0 |       91.53
126.314860092 | 401301.0 |     91.5262
126.315541214 | 401326.0 |     91.5247
126.316222435 | 401192.0 |      91.519
126.316903557 | 401224.0 |     91.5277
126.317584678 | 401393.0 |     91.5433
  126.3182659 | 401341.0 |      91.533
126.318947022 | 401118.0 |      91.507
126.319628243 | 401343.0 |     91.5379
126.320309165 | 401143.0 |     91.5129
126.320990386 | 401273.0 |     91.5201
126.321671508 | 401339.0 |      91.527
126.322352729 | 401324.0 |     91.5372
126.323033851 | 401346.0 |     91.5395
126.323714972 | 401297.0 |      91.534
126.324396194 | 401273.0 |      91.531
126.325077316 | 401265.0 |     91.5307
126.325758337 | 401046.0 |     91.5044
126.326439559 | 401107.0 |     91.5058
 126.32712068 | 401101.0 |     91.5157
126.327801802 | 401246.0 |     91.5174
126.328483023 | 401255.0 |     91.5186
126.329164145 | 401123.0 |       91.51
126.329845267 | 401142.0 |     91.5071
126.330526388 | 401280.0 |     91.5262
 126.33120761 | 401323.0 |     91.5373
126.331888631 | 401272.0 |     91.5213
126.332569753 | 401253.0 |     91.5188
126.333250974 | 401020.0 |     91.4953
126.333932096 | 401169.0 |     91.5161
126.334613218 | 401261.0 |     91.5318
126.335294339 | 401255.0 |     91.5238
126.335975561 | 401230.0 |     91.5216
126.336656682 | 401316.0 |     91.5363
126.337337704 | 401000.0 |     91.4947
126.338018925 | 401235.0 |     91.5285
126.338700047 | 401204.0 |     91.5189
126.339381168 | 401050.0 |     91.5041
 126.34006239 | 401121.0 |     91.5173
126.340743512 | 401021.0 |     91.5087
126.341424733 | 401175.0 |     91.5222
126.342105855 | 401261.0 |     91.5291
126.342786876 | 401164.0 |     91.5164
126.343467998 | 401116.0 |      91.508
126.344149219 | 401095.0 |     91.5153
126.344830341 | 401289.0 |     91.5326
126.345511563 | 401223.0 |     91.5216
126.346192684 | 401335.0 |     91.5328
126.346873806 | 401207.0 |     91.5138
126.347555027 | 401268.0 |     91.5272
126.348236049 | 401277.0 |     91.5304
 126.34891717 | 401153.0 |     91.5091
126.349598392 | 400962.0 |     91.4908
126.350279514 | 401414.0 |     91.5452
126.350960635 | 401119.0 |     91.5118
126.351641857 | 401217.0 |     91.5275
126.352322978 | 401196.0 |     91.5244
  126.3530041 | 401177.0 |     91.5168
126.353685221 | 401291.0 |     91.5339
126.354366343 | 401286.0 |     91.5335
126.355047464 | 401234.0 |     91.5284
126.355728686 | 401208.0 |     91.5243
126.356409808 | 401074.0 |     91.5069
126.357090929 | 401207.0 |     91.5266
126.357772051 | 401293.0 |     91.5626
