         time |     flux | uncertainty
123.108045636 | 401263.0 |     91.5213
123.108726558 | 401402.0 |     91.5365
 123.10940778 | 401366.0 |     91.5339
123.110088901 | 401176.0 |     91.5134
123.110770123 | 401347.0 |     91.5303
123.111451245 | 401424.0 |     91.5356
123.112132367 | 401305.0 |     91.5254
123.112813589 | 401262.0 |      91.522
 123.11349471 | 401261.0 |      91.522
123.114175732 | 401496.0 |     91.5601
123.114856954 | 401288.0 |     91.5241
123.115538076 | 401296.0 |     91.5253
123.116219197 | 401465.0 |      91.541
123.116900419 | 401195.0 |     91.5169
123.117581541 | 401179.0 |     91.5154
123.118262663 | 401489.0 |     91.5438
123.118943784 | 401555.0 |       91.55
123.119624906 | 401245.0 |     91.5207
123.120306028 | 401421.0 |     91.5384
 123.12098715 | 401278.0 |      91.538
123.121668372 | 401360.0 |      91.532
123.122349493 | 401158.0 |     91.5269
123.123030615 | 401287.0 |     91.5253
123.123711837 | 401376.0 |     91.5501
123.124392959 | 401485.0 |     91.5447
 123.12507398 | 401349.0 |      91.546
123.125755202 | 401275.0 |     91.5229
123.126436324 | 401338.0 |     91.5312
123.127117446 | 401391.0 |     91.5372
123.127798568 | 401227.0 |     91.5265
123.128479789 | 401442.0 |     91.5569
123.129160911 | 401180.0 |      91.513
123.129842133 | 401486.0 |     91.5426
123.130523255 | 401223.0 |     91.5179
123.131204276 | 401294.0 |     91.5252
123.131885398 | 401329.0 |     91.5283
 123.13256662 | 401155.0 |     91.5122
123.133247742 | 401212.0 |      91.517
123.133928963 | 401372.0 |     91.5487
123.134610085 | 401210.0 |     91.5319
123.135291207 | 401307.0 |     91.5294
123.135972429 | 401463.0 |     91.5446
123.136653451 | 401408.0 |     91.5358
123.137334572 | 401274.0 |     91.5362
123.138015794 | 401349.0 |      91.528
123.138696916 | 401392.0 |     91.5329
123.139378038 | 401294.0 |     91.5258
123.140059259 | 401450.0 |     91.5794
123.140740381 | 401298.0 |     91.5243
123.141421503 | 401412.0 |     91.5448
123.142102525 | 401371.0 |     91.5317
123.142783747 | 401422.0 |     91.5368
123.143464868 | 401493.0 |     91.5416
 123.14414609 | 401405.0 |     91.5374
123.144827212 | 401387.0 |     91.5331
123.145508334 | 401645.0 |     91.5587
123.146189455 | 401247.0 |     91.5199
123.146870677 | 401422.0 |     91.5539
123.147551699 | 401406.0 |     91.5581
123.148232921 | 401206.0 |     91.5301
123.148914043 | 401267.0 |     91.5214
123.149595164 | 401398.0 |     91.5502
123.150276286 | 401200.0 |     91.5164
123.150957508 | 401317.0 |     91.5362
 123.15163863 | 401305.0 |     91.5329
123.152319751 | 401244.0 |     91.5218
123.153000873 | 401327.0 |     91.5284
123.153681995 | 401306.0 |      91.541
123.154363117 | 401148.0 |     91.5107
123.155044238 | 401214.0 |     91.5316
 123.15572546 | 401381.0 |     91.5318
123.156406582 | 401332.0 |     91.5368
123.157087704 | 401449.0 |     91.5396
123.157768926 | 401354.0 |     91.5293
123.158449947 | 401277.0 |     91.5219
123.159131069 | 401558.0 |      91.557
123.159812291 | 401493.0 |     91.5449
123.160493413 | 401264.0 |     91.5231
123.161174534 | 401287.0 |     91.5247
123.161855756 | 401547.0 |     91.5476
123.162536878 | 401387.0 |     91.5505
   123.163218 | 401355.0 |     91.5461
123.163899122 | 401279.0 |     91.5241
123.164580243 | 401205.0 |     91.5172
123.165261365 | 401135.0 |     91.5091
123.165942587 | 401444.0 |       91.54
123.166623709 | 401266.0 |     91.5228
 123.16730483 | 401314.0 |     91.5337
123.167986052 | 401353.0 |     91.5316
123.168667174 | 401259.0 |     91.5217
123.169348196 | 401472.0 |     91.5431
123.170029418 | 401307.0 |     91.5244
123.170710539 | 401326.0 |     91.5293
123.171391661 | 401228.0 |     91.5356
123.172072883 | 401362.0 |     91.5332
123.172754005 | 401241.0 |     91.5354
123.173435226 | 401330.0 |     91.5296
123.174116348 | 401168.0 |     91.5261
 123.17479737 | 401268.0 |     91.5235
123.175478492 | 401283.0 |     91.5232
123.176159713 | 401174.0 |     91.5286
123.176840835 | 401468.0 |     91.5417
123.177521957 | 401238.0 |     91.5174
123.178203179 | 401257.0 |     91.5386
123.178884301 | 401267.0 |     91.5236
123.179565422 | 401368.0 |      91.549
123.180246544 | 401214.0 |     91.5187
123.180927666 | 401408.0 |     91.5357
123.181608788 | 401445.0 |      91.556
123.182289909 | 401346.0 |      91.529
123.182971131 | 401193.0 |     91.5164
123.183652253 | 401337.0 |     91.5306
123.184333375 | 401252.0 |     91.5207
123.185014596 | 401523.0 |     91.5469
123.185695618 | 401427.0 |     91.5383
 123.18637674 | 401392.0 |     91.5417
123.187057962 | 401291.0 |     91.5326
123.187739084 | 401334.0 |     91.5294
123.188420205 | 401244.0 |     91.5178
123.189101427 | 401375.0 |     91.5391
123.189782549 | 401216.0 |     91.5172
123.190463671 | 401471.0 |     91.5603
123.191144692 | 401370.0 |     91.5335
123.191825914 | 401251.0 |     91.5205
123.192507036 | 401256.0 |     91.5202
123.193188158 | 401361.0 |     91.5324
 123.19386938 | 401313.0 |     91.5322
123.194550501 | 401282.0 |     91.5173
123.195231723 | 401308.0 |     91.5254
123.195912845 | 401160.0 |     91.5115
123.196593867 | 401290.0 |     91.5334
123.197274988 | 401197.0 |     91.5149
 123.19795621 | 401217.0 |     91.5182
123.198637332 | 401302.0 |     91.5274
123.199318554 | 401244.0 |     91.5199
123.199999675 | 401354.0 |     91.5305
123.200680797 | 401217.0 |     91.5174
123.201362019 | 401140.0 |     91.5111
123.202043141 | 401216.0 |     91.5347
123.202724163 | 401441.0 |     91.5383
123.203405384 | 401209.0 |     91.5176
123.204086506 | 401320.0 |     91.5276
123.204767628 | 401218.0 |      91.519
 123.20544885 | 401318.0 |     91.5179
123.206129971 | 401422.0 |     91.5532
123.206811093 | 401279.0 |     91.5399
123.207492315 | 401347.0 |     91.5298
123.208173337 | 401299.0 |      91.527
123.208854458 | 401276.0 |     91.5251
 123.20953558 | 401319.0 |     91.5265
123.210216802 | 401245.0 |      91.521
123.210897924 | 401386.0 |     91.5508
123.211579046 | 401353.0 |     91.5326
123.212260267 | 401355.0 |     91.5483
123.212941389 | 401193.0 |     91.5246
123.213622411 | 401405.0 |     91.5516
123.214303633 | 401373.0 |     91.5489
123.214984754 | 401282.0 |     91.5404
123.215665876 | 401362.0 |      91.531
123.216347098 | 401026.0 |     91.4986
 123.21702822 | 401265.0 |     91.5228
123.217709342 | 401268.0 |     91.5227
123.218390563 | 401224.0 |     91.5188
123.219071585 | 401343.0 |     91.5306
123.219752707 | 401186.0 |     91.5159
123.220433829 | 401311.0 |     91.5263
 123.22111505 | 401156.0 |     91.5106
123.221796172 | 401506.0 |     91.5633
123.222477394 | 401313.0 |      91.526
123.223158516 | 401351.0 |     91.5301
123.223839637 | 401305.0 |     91.5278
123.224520659 | 401350.0 |     91.5484
123.225201881 | 401281.0 |     91.5233
123.225883003 | 401298.0 |     91.5244
123.226564125 | 401259.0 |     91.5225
123.227245346 | 401272.0 |      91.523
123.227926468 | 401323.0 |     91.5358
 123.22860769 | 401330.0 |     91.5429
123.229288812 | 401388.0 |     91.5349
123.229969833 | 401439.0 |     91.5552
123.230650955 | 401217.0 |     91.5186
123.231332177 | 401400.0 |      91.535
123.232013299 | 401376.0 |     91.5347
 123.23269452 | 401339.0 |     91.5277
123.233375642 | 401387.0 |     91.5491
123.234056764 | 401354.0 |     91.5301
123.234737986 | 401422.0 |     91.5535
123.235419008 | 401309.0 |     91.5271
123.236100129 | 401364.0 |     91.5379
123.236781351 | 401388.0 |      91.541
123.237462473 | 401264.0 |     91.5207
123.238143595 | 401345.0 |     91.5449
123.238824716 | 400918.0 |     91.5443
123.239505938 | 401426.0 |     91.5367
 123.24018706 | 401201.0 |     91.5155
123.240868082 | 401357.0 |     91.5293
123.241549303 | 401409.0 |     91.5346
123.242230425 | 401328.0 |     91.5429
123.242911547 | 401397.0 |     91.5345
123.243592769 | 401228.0 |     91.5169
123.244273891 | 401276.0 |     91.5373
123.244955012 | 401189.0 |     91.5141
123.245636134 | 401274.0 |     91.5216
123.246317256 | 401352.0 |     91.5294
123.246998378 | 401413.0 |     91.5394
123.247679499 | 401294.0 |     91.5384
123.248360721 | 401412.0 |     91.5374
123.249041843 | 401196.0 |     91.5326
123.249722965 | 401238.0 |     91.5185
123.250404186 | 401347.0 |     91.5289
123.251085308 | 401225.0 |     91.5255
 123.25176633 | 401314.0 |     91.5275
123.252447552 | 401422.0 |     91.5536
123.253128673 | 401091.0 |     91.5052
123.253809795 | 401467.0 |     91.5586
123.254491017 | 401395.0 |     91.5352
123.255172139 | 401266.0 |     91.5367
 123.25585326 | 401093.0 |     91.5208
123.256534482 | 401201.0 |     91.5162
123.257215504 | 401303.0 |     91.5266
123.257896626 | 401365.0 |     91.5311
123.258577848 | 401188.0 |     91.5143
123.259258969 | 401386.0 |      91.535
123.259940091 | 401427.0 |     91.5389
123.260621313 | 401337.0 |     91.5293
123.261302435 | 401371.0 |     91.5331
123.261983656 | 401362.0 |     91.5327
123.262664678 | 401512.0 |     91.5458
  123.2633458 | 401404.0 |     91.5366
123.264026922 | 401170.0 |     91.5131
123.264708143 | 401175.0 |     91.5197
123.265389265 | 401278.0 |     91.5225
123.266070387 | 401273.0 |     91.5233
123.266751609 | 401377.0 |     91.5312
123.267432731 | 401359.0 |     91.5378
123.268113752 | 401332.0 |     91.5298
123.268794974 | 401300.0 |     91.5257
123.269476096 | 401365.0 |     91.5304
123.270157218 | 401335.0 |     91.5356
123.270838439 | 401292.0 |     91.5249
123.271519561 | 401254.0 |     91.5191
123.272200683 | 401230.0 |     91.5338
123.272881805 | 401296.0 |     91.5243
123.273563026 | 401248.0 |     91.5206
123.274244048 | 401330.0 |     91.5281
 123.27492517 | 401263.0 |      91.523
123.275606392 | 401235.0 |      91.534
123.276287514 | 401246.0 |     91.5197
123.276968635 | 401302.0 |     91.5407
123.277649857 | 401432.0 |     91.5396
123.278330979 | 401240.0 |     91.5342
123.279012101 | 401312.0 |     91.5251
123.279693222 | 401227.0 |     91.5172
123.280374344 | 400963.0 |     91.5289
123.281055466 | 401238.0 |      91.517
123.281736588 | 401408.0 |     91.5363
123.282417809 | 401312.0 |     91.5414
123.283098931 | 401358.0 |     91.5467
123.283780153 | 401441.0 |     91.5386
123.284461275 | 401242.0 |     91.5259
123.285142296 | 401318.0 |     91.5284
123.285823418 | 401176.0 |     91.5182
 123.28650464 | 401395.0 |     91.5347
123.287185762 | 401339.0 |     91.5445
123.287866984 | 401080.0 |     91.5023
123.288548105 | 401256.0 |      91.521
123.289229227 | 401394.0 |     91.5362
123.289910449 | 401339.0 |     91.5266
123.290591471 | 401306.0 |     91.5277
123.291272592 | 401379.0 |     91.5316
123.291953814 | 401429.0 |     91.5386
123.292634936 | 401288.0 |     91.5258
123.293316058 | 401345.0 |     91.5285
123.293997279 | 401287.0 |     91.5223
123.294678401 | 401122.0 |     91.5061
123.295359523 | 401280.0 |     91.5288
123.296040645 | 401202.0 |     91.5154
123.296721767 | 401250.0 |     91.5205
123.304895528 | 401243.0 |     91.5756
123.305576649 | 401194.0 |     91.5141
123.306257771 | 401214.0 |     91.5168
123.306938893 | 401333.0 |     91.5432
123.307620015 | 401166.0 |     91.5107
123.308301137 | 401275.0 |     91.5198
123.308982258 | 401307.0 |     91.5222
 123.30966348 | 401467.0 |     91.5561
123.310344602 | 401266.0 |     91.5197
123.311025724 | 401297.0 |     91.5298
123.311706945 | 401330.0 |     91.5248
123.312387967 | 401287.0 |     91.5351
123.313069089 | 401302.0 |     91.5224
123.313750311 | 401330.0 |     91.5402
123.314431432 | 401371.0 |     91.5307
123.315112554 | 401144.0 |     91.5082
123.315793776 | 401418.0 |     91.5334
123.316474898 | 401197.0 |     91.5285
123.317156119 | 401323.0 |     91.5314
123.317837141 | 401291.0 |     91.5204
123.318518263 | 401368.0 |     91.5296
123.319199385 | 401172.0 |     91.5113
123.319880606 | 401329.0 |     91.5254
123.320561728 | 401286.0 |     91.5208
 123.32124295 | 401244.0 |     91.5184
123.321924072 | 401319.0 |     91.5236
123.322605194 | 401222.0 |     91.5122
123.323286215 | 401430.0 |     91.5347
123.323967437 | 401269.0 |     91.5207
123.324648559 | 401311.0 |     91.5216
123.325329681 | 401452.0 |      91.536
123.326010902 | 401293.0 |     91.5218
123.326692024 | 401115.0 |     91.5048
123.327373146 | 401332.0 |     91.5251
123.328054368 | 401343.0 |     91.5273
123.328735389 | 401238.0 |     91.5304
123.329416511 | 401371.0 |     91.5311
123.330097733 | 401279.0 |     91.5217
123.330778855 | 401248.0 |     91.5178
123.331459976 | 401377.0 |     91.5474
123.332141198 | 401307.0 |     91.5235
 123.33282232 | 401245.0 |     91.5173
123.333503442 | 401408.0 |     91.5329
123.334184564 | 401261.0 |     91.5185
123.334865685 | 401227.0 |      91.514
123.335546807 | 401244.0 |      91.518
123.336227929 | 401314.0 |     91.5229
123.336909151 | 401444.0 |     91.5369
123.337590272 | 401394.0 |     91.5473
123.338271394 | 401379.0 |     91.5378
123.338952616 | 401238.0 |     91.5154
123.339633638 | 401433.0 |     91.5362
123.340314759 | 401311.0 |     91.5229
123.340995981 | 401451.0 |     91.5373
123.341677103 | 401279.0 |     91.5364
123.342358225 | 401391.0 |     91.5308
123.343039446 | 401455.0 |     91.5447
123.343720568 | 401232.0 |     91.5161
 123.34440169 | 401318.0 |     91.5238
123.345082712 | 401378.0 |     91.5312
123.345763933 | 401456.0 |     91.5364
123.346445055 | 401401.0 |     91.5322
123.347126277 | 401311.0 |     91.5253
123.347807399 | 401321.0 |     91.5241
123.348488521 | 401136.0 |     91.5057
123.349169742 | 401404.0 |     91.5408
123.349850864 | 401337.0 |     91.5259
123.350532086 | 401455.0 |     91.5696
123.351213108 | 401383.0 |     91.5317
123.351894229 | 401247.0 |      91.517
123.352575351 | 401270.0 |     91.5193
123.353256573 | 401422.0 |     91.5514
123.353937695 | 401291.0 |     91.5366
123.354618816 | 401262.0 |     91.5193
123.355300038 | 401118.0 |     91.5025
 123.35598116 | 401364.0 |     91.5289
123.356662182 | 401201.0 |     91.5129
123.357343403 | 401474.0 |     91.5472
123.358024525 | 401337.0 |     91.5247
123.358705647 | 401250.0 |      91.516
123.359386869 | 401193.0 |     91.5265
123.360067991 | 401070.0 |     91.5004
123.360749112 | 401434.0 |      91.535
123.361430334 | 401183.0 |     91.5289
123.362111356 | 401436.0 |     91.5375
123.362792478 | 401185.0 |     91.5114
123.363473599 | 401378.0 |       91.53
123.364154821 | 401441.0 |      91.542
123.364835943 | 401233.0 |     91.5155
123.365517065 | 401284.0 |     91.5192
123.366198286 | 401443.0 |     91.5379
123.366879408 | 401296.0 |     91.5221
 123.36756043 | 401299.0 |     91.5222
123.368241652 | 401378.0 |     91.5359
123.368922773 | 401468.0 |      91.539
123.369603895 | 401270.0 |     91.5176
123.370285117 | 401142.0 |     91.5056
123.370966239 | 401360.0 |     91.5297
123.371647361 | 401263.0 |      91.519
123.372328582 | 401292.0 |     91.5197
123.373009604 | 401074.0 |     91.5017
123.373690726 | 401294.0 |     91.5227
123.374371847 | 401260.0 |      91.519
123.375053069 | 401235.0 |     91.5169
123.375734191 | 401424.0 |     91.5504
123.376415413 | 401330.0 |     91.5411
123.377096535 | 401179.0 |       91.51
123.377777656 | 401267.0 |     91.5355
123.378458678 | 401132.0 |     91.5075
  123.3791399 | 401278.0 |     91.5258
123.379821022 | 401273.0 |     91.5344
123.380502243 | 401491.0 |     91.5413
123.381183365 | 401271.0 |     91.5202
123.381864487 | 401362.0 |     91.5297
123.382545709 | 401388.0 |     91.5305
 123.38322683 | 401209.0 |     91.5123
123.383907852 | 401068.0 |        91.5
123.384589074 | 401378.0 |     91.5384
123.385270196 | 401435.0 |     91.5391
123.385951317 | 401326.0 |     91.5251
123.386632539 | 401330.0 |     91.5246
123.387313661 | 401315.0 |      91.526
123.387994783 | 401224.0 |     91.5147
123.388676005 | 401464.0 |     91.5395
123.389357026 | 401355.0 |      91.528
123.390038148 | 401281.0 |     91.5205
 123.39071927 | 401244.0 |       91.53
123.391400491 | 401350.0 |     91.5355
123.392081613 | 401473.0 |     91.5397
123.392762735 | 401269.0 |     91.5176
123.393443957 | 401339.0 |     91.5238
123.394125079 | 401407.0 |     91.5423
  123.3948061 | 401396.0 |     91.5401
123.395487322 | 401193.0 |     91.5136
123.396168444 | 401339.0 |     91.5321
123.396849566 | 401292.0 |     91.5208
123.397530787 | 401387.0 |       91.53
123.398211909 | 401452.0 |     91.5368
123.398893031 | 401370.0 |     91.5291
123.399574153 | 401180.0 |     91.5109
123.400255274 | 401365.0 |      91.537
123.400936396 | 401381.0 |     91.5366
123.401617518 | 401196.0 |     91.5144
 123.40229874 | 401258.0 |     91.5244
123.402979861 | 401238.0 |     91.5158
123.403660983 | 401087.0 |     91.5084
123.404342205 | 401429.0 |     91.5341
123.405023327 | 401230.0 |     91.5232
123.405704348 | 401336.0 |     91.5279
 123.40638547 | 401291.0 |      91.521
123.407066692 | 401194.0 |     91.5186
123.407747814 | 401287.0 |     91.5223
123.408429035 | 401343.0 |     91.5264
123.409110157 | 401347.0 |     91.5265
123.409791379 | 401333.0 |     91.5249
123.410472501 | 401240.0 |     91.5238
123.411153523 | 401234.0 |     91.5163
123.411834644 | 401290.0 |     91.5233
123.412515866 | 401305.0 |     91.5389
123.413196988 | 401375.0 |     91.5306
 123.41387811 | 401261.0 |     91.5177
123.414559331 | 401384.0 |     91.5471
123.415240453 | 401284.0 |     91.5212
123.415921575 | 401191.0 |     91.5083
123.416602697 | 401321.0 |      91.521
123.417283818 | 401301.0 |     91.5209
 123.41796494 | 401230.0 |     91.5173
123.418646162 | 401648.0 |     91.5786
123.419327284 | 401318.0 |     91.5226
123.420008405 | 401257.0 |     91.5172
123.420689627 | 401264.0 |     91.5206
123.421370749 | 401343.0 |     91.5435
123.422051871 | 401204.0 |     91.5116
123.422732992 | 401312.0 |     91.5233
123.423414114 | 401391.0 |     91.5302
123.424095236 | 401366.0 |     91.5419
123.424776458 | 401099.0 |     91.5191
123.425457579 | 401086.0 |     91.5035
123.426138701 | 401191.0 |      91.513
123.426819823 | 401305.0 |     91.5222
123.427501045 | 401513.0 |     91.5437
123.428182066 | 401292.0 |     91.5235
123.428863188 | 401302.0 |     91.5293
 123.42954441 | 401377.0 |       91.53
123.430225532 | 401434.0 |     91.5413
123.430906654 | 401222.0 |     91.5166
123.431587875 | 401183.0 |     91.5261
123.432268997 | 401210.0 |      91.513
123.432950119 | 401353.0 |     91.5266
123.433631241 | 401297.0 |     91.5384
123.434312362 | 401191.0 |     91.5105
123.434993484 | 401450.0 |      91.545
123.435674706 | 401255.0 |     91.5187
123.436355828 | 401344.0 |     91.5273
123.437036949 | 401306.0 |     91.5389
123.437718171 | 401366.0 |     91.5288
123.438399293 | 401157.0 |     91.5166
123.439080315 | 401258.0 |     91.5251
123.439761536 | 401448.0 |     91.5392
123.440442658 | 401308.0 |     91.5395
 123.44112378 | 401293.0 |      91.521
123.441805002 | 401340.0 |     91.5271
123.442486123 | 401360.0 |     91.5438
123.443167245 | 401282.0 |     91.5206
123.443848467 | 401237.0 |     91.5183
123.444529489 | 401409.0 |     91.5319
 123.44521061 | 401221.0 |      91.515
123.445891832 | 401365.0 |     91.5298
123.446572954 | 401335.0 |     91.5329
123.447254076 | 401449.0 |     91.5374
123.447935297 | 401247.0 |      91.519
123.448616419 | 401290.0 |     91.5215
123.449297541 | 401342.0 |     91.5392
123.449978663 | 401200.0 |     91.5113
123.450659785 | 401245.0 |     91.5157
123.451340906 | 401341.0 |     91.5258
123.452022028 | 401272.0 |     91.5358
 123.45270325 | 401305.0 |     91.5217
123.453384371 | 401372.0 |     91.5305
123.454065493 | 401325.0 |     91.5249
123.454746715 | 401299.0 |     91.5221
123.455427737 | 401344.0 |     91.5269
123.456108859 | 401268.0 |     91.5181
 123.45679008 | 401283.0 |     91.5203
123.457471202 | 401345.0 |     91.5264
123.458152324 | 401469.0 |     91.5537
123.458833546 | 401227.0 |     91.5164
123.459514667 | 401204.0 |     91.5129
123.460195789 | 401386.0 |     91.5288
123.460876811 | 401310.0 |      91.523
123.461558033 | 401211.0 |     91.5123
123.462239154 | 401337.0 |     91.5236
123.462920276 | 401336.0 |     91.5238
123.463601498 | 401135.0 |     91.5061
 123.46428262 | 401330.0 |     91.5248
123.464963741 | 401358.0 |     91.5289
123.465644963 | 401319.0 |     91.5431
123.466325985 | 401211.0 |     91.5131
123.467007107 | 401394.0 |     91.5407
123.467688328 | 401325.0 |      91.541
 123.46836945 | 401216.0 |     91.5145
123.469050572 | 401254.0 |      91.519
123.469731794 | 401440.0 |     91.5528
123.470412915 | 401270.0 |     91.5356
123.471094137 | 401108.0 |     91.5042
123.471775159 | 401238.0 |     91.5156
123.472456281 | 401352.0 |     91.5275
123.473137402 | 401246.0 |     91.5177
123.473818624 | 401331.0 |     91.5309
123.474499746 | 401268.0 |     91.5188
123.475180968 | 401214.0 |     91.5134
123.475862089 | 401297.0 |     91.5217
123.476543211 | 401426.0 |     91.5343
123.477224233 | 401226.0 |      91.523
123.477905455 | 401228.0 |     91.5172
123.478586576 | 401353.0 |     91.5275
123.479267698 | 401320.0 |     91.5319
 123.47994892 | 401349.0 |     91.5272
123.480630042 | 401287.0 |     91.5194
123.481311164 | 401360.0 |     91.5294
123.481992385 | 401256.0 |     91.5327
123.482673407 | 401218.0 |     91.5147
123.483354529 | 401272.0 |     91.5187
123.484035751 | 401310.0 |     91.5396
123.484716872 | 401336.0 |     91.5253
123.485397994 | 401373.0 |     91.5284
123.486079216 | 401288.0 |     91.5211
123.486760337 | 401311.0 |     91.5245
123.487441459 | 401250.0 |     91.5174
123.488122481 | 401485.0 |     91.5387
123.488803703 | 401327.0 |     91.5397
123.489484825 | 401387.0 |     91.5298
123.490165946 | 401303.0 |     91.5369
123.490847168 | 401345.0 |     91.5265
 123.49152829 | 401214.0 |      91.513
123.492209412 | 401225.0 |     91.5161
123.492890633 | 401283.0 |     91.5224
123.493571655 | 401321.0 |     91.5381
123.494252777 | 401257.0 |     91.5171
123.494933999 | 401222.0 |     91.5222
 123.49561512 | 401220.0 |     91.5151
123.496296242 | 401408.0 |     91.5325
123.496977464 | 401335.0 |     91.5431
123.497658586 | 401311.0 |     91.5229
123.498339807 | 401466.0 |     91.5387
123.499020929 | 401598.0 |     91.5515
123.499701951 | 401365.0 |     91.5296
123.500383073 | 401267.0 |     91.5214
123.501064294 | 401441.0 |     91.5359
123.501745416 | 401322.0 |     91.5312
123.502426538 | 401237.0 |     91.5303
 123.50310776 | 401247.0 |     91.5182
123.503788881 | 401152.0 |     91.5079
123.504470103 | 401294.0 |     91.5218
123.505151125 | 401239.0 |     91.5171
123.505832247 | 401143.0 |     91.5064
123.506513368 | 401394.0 |     91.5318
 123.50719459 | 401297.0 |     91.5218
123.507875712 | 401429.0 |      91.536
123.508556834 | 401287.0 |     91.5215
123.509238055 | 401211.0 |     91.5147
123.509919177 | 401191.0 |     91.5115
123.510600199 | 401243.0 |     91.5139
123.511281421 | 401337.0 |     91.5243
123.511962542 | 401315.0 |     91.5225
123.512643664 | 401266.0 |     91.5188
123.513324886 | 401265.0 |     91.5184
123.514006008 | 401357.0 |     91.5338
123.514687129 | 401278.0 |     91.5194
123.515368251 | 401343.0 |     91.5273
123.516049373 | 401322.0 |     91.5226
123.516730495 | 401305.0 |     91.5211
123.517411616 | 401193.0 |     91.5128
123.518092838 | 401321.0 |     91.5223
 123.51877396 | 401106.0 |     91.5045
123.519455082 | 401323.0 |     91.5266
123.520136304 | 401389.0 |     91.5302
123.520817425 | 401285.0 |     91.5202
123.521498447 | 401237.0 |     91.5156
123.522179669 | 401458.0 |     91.5369
 123.52286079 | 401363.0 |     91.5275
123.523541912 | 401355.0 |     91.5273
123.524223134 | 401101.0 |     91.5039
123.524904256 | 401494.0 |     91.5424
123.525585378 | 401207.0 |     91.5125
123.526266599 | 401476.0 |     91.5384
123.526947621 | 401068.0 |     91.4989
123.527628743 | 401373.0 |     91.5326
123.528309865 | 401308.0 |     91.5241
123.528991086 | 401292.0 |     91.5213
123.529672208 | 401355.0 |     91.5266
 123.53035343 | 401289.0 |     91.5226
123.531034551 | 401376.0 |     91.5297
123.531715673 | 401081.0 |     91.4996
123.532396695 | 401532.0 |     91.5449
123.533077917 | 401397.0 |     91.5332
123.533759039 | 401398.0 |     91.5296
 123.53444026 | 401440.0 |     91.5451
123.535121382 | 401322.0 |     91.5245
123.535802504 | 401441.0 |     91.5359
123.536483726 | 401238.0 |     91.5143
123.537164847 | 401186.0 |     91.5124
123.537845869 | 401434.0 |     91.5351
123.538527091 | 401359.0 |     91.5271
123.539208212 | 401441.0 |     91.5338
123.539889334 | 401277.0 |     91.5193
123.540570556 | 401240.0 |     91.5155
123.541251678 | 401189.0 |     91.5124
  123.5419328 | 401197.0 |     91.5107
123.542613921 | 401232.0 |     91.5117
123.543295043 | 401282.0 |     91.5193
123.543976165 | 401405.0 |     91.5316
123.544657287 | 401252.0 |     91.5166
123.545338508 | 401348.0 |     91.5283
 123.54601963 | 401374.0 |     91.5363
123.546700752 | 401310.0 |     91.5212
123.547381974 | 401402.0 |     91.5322
123.548063095 | 401194.0 |     91.5128
123.548744117 | 401190.0 |     91.5117
123.549425339 | 401231.0 |     91.5306
123.550106461 | 401274.0 |     91.5206
123.550787582 | 401204.0 |     91.5134
123.551468704 | 401171.0 |      91.517
123.552149926 | 401111.0 |     91.5036
123.552831048 | 401272.0 |     91.5194
123.553512169 | 401316.0 |     91.5399
123.554193291 | 401409.0 |     91.5331
123.554874413 | 401372.0 |     91.5296
123.555555535 | 401384.0 |      91.537
123.556236756 | 401318.0 |     91.5264
123.556917878 | 401232.0 |     91.5158
   123.557599 | 401372.0 |     91.5282
123.558280222 | 401207.0 |     91.5142
123.558961343 | 401302.0 |     91.5231
123.559642365 | 401404.0 |     91.5333
123.560323587 | 401244.0 |     91.5167
123.561004709 | 401387.0 |     91.5337
 123.56168583 | 401280.0 |     91.5216
123.562367052 | 401244.0 |     91.5164
123.563048174 | 401272.0 |     91.5186
123.563729396 | 401429.0 |     91.5362
123.564410517 | 401377.0 |     91.5307
123.565091539 | 401459.0 |     91.5381
123.565772661 | 401504.0 |     91.5432
123.566453883 | 401343.0 |     91.5252
123.567135004 | 401401.0 |     91.5328
123.567816226 | 401304.0 |     91.5223
123.568497348 | 401296.0 |       91.53
 123.56917847 | 401443.0 |     91.5362
123.569859591 | 401452.0 |     91.5375
123.570540813 | 401420.0 |     91.5504
123.571221835 | 401430.0 |     91.5367
123.571902957 | 401318.0 |     91.5403
123.572584178 | 401182.0 |     91.5119
  123.5732653 | 401413.0 |     91.5302
123.573946422 | 401302.0 |     91.5229
123.574627644 | 401129.0 |     91.5044
123.575308765 | 401311.0 |     91.5225
123.575989887 | 401364.0 |     91.5296
123.576671009 | 401187.0 |     91.5111
123.577352131 | 401309.0 |     91.5226
123.578033252 | 401311.0 |     91.5226
123.578714374 | 401165.0 |     91.5059
123.579395596 | 401148.0 |      91.507
123.580076717 | 401171.0 |     91.5117
123.580757839 | 401352.0 |     91.5281
123.581439061 | 401302.0 |     91.5219
123.582120083 | 401242.0 |     91.5182
123.582801205 | 401247.0 |     91.5188
123.583482426 | 401206.0 |     91.5306
123.584163548 | 401307.0 |     91.5233
 123.58484467 | 401357.0 |     91.5279
123.585525892 | 401099.0 |     91.5026
123.586207013 | 401349.0 |     91.5288
123.586888135 | 401451.0 |     91.5378
123.587569157 | 401228.0 |     91.5165
123.588250378 | 401382.0 |     91.5299
  123.5889315 | 401320.0 |     91.5235
123.589612722 | 401490.0 |     91.5415
123.590293844 | 401175.0 |     91.5087
123.590974966 | 401185.0 |     91.5099
